,Unnamed: 0,Unnamed: 0.1,Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year,recent_presidential_vote,percent_bachelor_or_above,gov_party,Party_Previous_Vote_Share,Incumbent,minority_percentage,Gender,Presidential_Approval_Rating,Same_Party_As_President,seat_transition,Median_Income,name_commonness,Primary.Vote.Percent,labor_force,Raised,Spent,won
1265,5397,5398,"RODGERS, CATHY MCMORRIS",WA,5.0,REP,2012,0.455269608,27.7,DEM,0.636663422,1,0.11266,0.0,0.51,False,4.0,44661.0,199,55.76,78.31905,1968862.0,1987459.0,1
1266,5401,5402,"DRISCOLL, BILL",WA,6.0,REP,2012,0.495400951,27.0,DEM,0.419607678,0,0.18443,1.0,0.51,False,0.0,52389.0,9,18.29,77.8,1826276.31,1827360.58,0
1267,5403,5406,"KILMER, DEREK",WA,6.0,DEM,2012,0.495400951,27.0,DEM,0.580392322,0,0.18443,1.0,0.51,True,0.0,52389.0,73,53.41,77.8,1873136.18,1706202.03,1
1268,5410,5412,"MCDERMOTT, JAMES",WA,7.0,DEM,2012,,54.8,DEM,0.829733585,1,0.23495,1.0,0.51,True,3.0,65566.0,5,70.91,76.9,611669.76,601201.89,1
1269,5416,5420,"PORTERFIELD, KAREN",WA,8.0,DEM,2012,,30.9,DEM,0.479483795,0,0.19256,0.0,0.51,True,4.0,69262.0,25,28.35,78.6,129980.68,103889.85,0
1270,5417,5418,"REICHERT, DAVE",WA,8.0,REP,2012,,30.9,DEM,0.520516205,1,0.19256,1.0,0.51,False,4.0,69262.0,4,50.62,78.6,1654833.25,1597769.57,1
1271,5424,5425,"SMITH, D ADAM",WA,9.0,DEM,2012,,38.1,DEM,0.548520794,1,0.45333,1.0,0.51,True,,61036.0,500,61.16,76.9,1145880.0,924160.51,1
1272,5429,5431,"HECK, DENNIS",WA,10.0,DEM,2012,,24.9,DEM,0.0,1,0.24071,1.0,0.51,True,,55902.0,59,39.73,81.4,2053753.65,2018841.66,1
1273,5432,5432,"RYAN, PAUL D.",WI,1.0,REP,2012,,25.9,REP,0.682443177,1,0.11305,1.0,0.49,False,0.0,56421.0,27,99.58,72.95263,4994668.37,6651220.68,1
1276,5437,5440,"POCAN, MARK",WI,2.0,DEM,2012,,37.1,REP,0.618127613,0,0.12657000000000002,1.0,0.49,True,4.0,56111.0,18,72.16,72.49048,1143296.01,1090359.91,1
1277,5442,5442,"KIND, RON",WI,3.0,DEM,2012,,22.6,REP,0.503067045,1,0.05727,1.0,0.49,True,0.0,46641.0,43,99.86,71.9,1979016.88,1568648.69,1
1279,5447,5448,"SENSENBRENNER, F JAMES JR",WI,5.0,REP,2012,,33.3,REP,0.693595982,1,0.07381,1.0,0.49,False,0.0,61675.0,500,99.40,72.3,554919.59,626187.32,1
1280,5449,5449,"PETRI, THOMAS",WI,6.0,REP,2012,,23.4,REP,0.707072227,1,0.06735,1.0,0.49,False,3.0,52150.0,20,82.19,72.5,743349.28,672014.83,1
1281,5451,5453,"DUFFY, SEAN",WI,7.0,REP,2012,,20.5,REP,0.521924195,1,0.05951,1.0,0.49,False,4.0,47118.0,39,99.47,72.8,2647209.9,2601113.23,1
1283,5454,5456,"RIBBLE, REID",WI,8.0,REP,2012,,22.9,REP,0.5482630479999999,1,0.08682999999999999,1.0,0.49,False,,51900.0,500,99.61,73.6,2320569.03,2086968.35,1
1284,5456,5461,"MCKINLEY, DAVID B.",WV,1.0,REP,2012,0.576315311,19.5,DEM,0.5040026679999999,1,0.05087,1.0,0.31,False,4.0,38970.0,4,100.00,76.9,2136064.83,1251707.03,1
1285,5462,5465,"CAPITO, SHELLEY MOORE MS.",WV,2.0,REP,2012,0.522984612,19.9,DEM,0.6845707870000001,1,0.07632,1.0,0.31,False,0.0,45561.0,168,82.93,77.33333,2449473.47,3001166.53,1
1286,5466,5467,"SWINT, HOWARD",WV,2.0,DEM,2012,0.522984612,19.9,DEM,0.296907895,0,0.07632,1.0,0.31,True,0.0,45561.0,188,48.27,77.33333,6924.0,10995.93,0
1287,5469,5469,"RAHALL, NICK JOE II",WV,3.0,DEM,2012,0.550793745,14.3,DEM,0.560386473,1,0.06213,1.0,0.31,True,,35783.0,51,100.00,74.0,1359430.49,1720828.35,1
1290,5492,5497,"LEFLORE, BURTON R",AL,1.0,DEM,2014,0.381724873,22.4,REP,0.0,0,0.32769000000000004,1.0,0.33,True,0.0,44030.0,500,,74.0,36974.05,35603.0,1
1291,5497,5499,"ROBY, MARTHA",AL,2.0,REP,2014,0.419044159,21.3,REP,0.636594368,1,0.34606,0.0,0.33,False,0.0,42628.0,161,66.37,73.46667,1098795.1,793565.21,1
1292,5498,5498,"WRIGHT, ERICK",AL,2.0,IND,2014,0.419044159,21.3,REP,0.0,0,0.34606,1.0,0.33,False,0.0,42628.0,500,,73.46667,,,0
1293,5500,5501,"ROGERS, MICHAEL",AL,3.0,REP,2014,0.468938495,20.1,REP,0.641096812,1,0.30279,1.0,0.33,False,4.0,40896.0,1,5.78,77.7,1102097.22,936331.5,1
1294,5504,5506,"BRAY, MARK",AL,5.0,IND,2014,0.356304314,29.2,REP,0.0,0,0.23241,1.0,0.33,False,0.0,49202.0,18,,76.35789,,,1
1295,5505,5507,"BROOKS, MO",AL,5.0,REP,2014,0.356304314,29.2,REP,0.650216355,1,0.23241,1.0,0.33,False,0.0,49202.0,500,100.00,76.35789,614615.19,299837.5,0
1296,5510,5511,"LESTER, MARK",AL,6.0,DEM,2014,0.420412134,34.1,REP,0.287020086,0,0.20673,1.0,0.33,True,4.0,58073.0,18,,75.3619,153501.09,165464.66,0
1297,5512,5515,"PALMER, GARY",AL,6.0,REP,2014,0.420412134,34.1,REP,0.712979914,0,0.20673,1.0,0.33,False,4.0,58073.0,47,100.00,75.3619,1880021.71,1690309.21,1
1298,5519,5520,"SEWELL, TERRI A.",AL,7.0,DEM,2014,0.528870156,18.2,REP,0.758988755,1,0.67103,0.0,0.33,True,,31563.0,148,100.00,74.4,1511862.55,1468012.7,1
1301,5529,5530,"BRAND, GRANT",AR,3.0,LIB,2014,0.321825417,24.7,DEM,0.080904502,0,0.13876,1.0,0.33,False,4.0,45351.0,500,,76.4,,,0
1302,5531,5532,"WOMACK, STEVE",AR,3.0,REP,2014,0.321825417,24.7,DEM,0.759045022,1,0.13876,1.0,0.33,False,4.0,45351.0,159,100.00,76.4,970069.13,574943.7,1
1303,5535,5537,"WESTERMAN, BRUCE MR.",AR,4.0,REP,2014,0.389008941,15.5,DEM,0.595277908,0,0.25102,1.0,0.33,False,,37793.0,132,100.00,76.8,1030441.15,938239.74,1
1305,5548,5550,"KIRKPATRICK, ANN",AZ,1.0,DEM,2014,0.43368944,23.2,REP,0.487982671,1,0.34248,0.0,0.4,True,3.0,47618.0,100,,75.0,3403185.88,3323324.56,1
1306,5550,5549,"TOBIN, ANDY HON.",AZ,1.0,REP,2014,0.43368944,23.2,REP,0.451495459,0,0.34248,1.0,0.4,False,3.0,47618.0,28,,75.0,1385768.58,1377528.21,0
1307,5551,5557,"BARBER, RONALD",AZ,2.0,DEM,2014,0.429787361,32.2,REP,0.504100534,1,0.18625,1.0,0.4,True,0.0,47586.0,43,,76.4,4029500.96,3610617.45,0
1311,5570,5572,"SALMON, MATT",AZ,5.0,REP,2014,0.438797679,33.5,REP,0.6719060720000001,1,0.14151,1.0,0.4,False,4.0,65129.0,500,,76.8,934783.86,574358.68,1
1312,5573,5575,"SCHWEIKERT, DAVID",AZ,6.0,REP,2014,0.436733064,41.0,REP,0.612960771,1,0.14073,1.0,0.4,False,0.0,61389.0,4,80.31,77.14211,798349.97,533363.01,1
1313,5574,5574,"WILLIAMSON, W JOHN",AZ,6.0,DEM,2014,0.436733064,41.0,REP,0.333129816,0,0.14073,1.0,0.4,True,0.0,61389.0,500,58.82,77.14211,0.0,0.0,0
1317,5590,5591,"DOLGOS, STEPHEN",AZ,8.0,OTH,2014,0.497771413,27.8,REP,0.0,0,0.15864,1.0,0.4,False,3.0,59512.0,33,,77.9,,,0
1318,5591,5593,"FRANKS, TRENT",AZ,8.0,REP,2014,0.497771413,27.8,REP,0.633484976,1,0.15864,1.0,0.4,False,3.0,59512.0,500,71.06,77.9,424680.15,369180.65,1
1320,5597,5599,"SINEMA, KYRSTEN",AZ,9.0,DEM,2014,,35.2,REP,0.487268671,1,0.23608,0.0,0.4,True,,51106.0,500,100.00,74.8,3712606.13,3458414.64,1
1321,5601,5603,"HALL, HEIDI",CA,1.0,DEM,2014,0.685783757,22.5,DEM,0.426174234,0,0.14182,0.0,0.51,True,4.0,45923.0,77,40.09,76.4,233278.26,233870.36,0
1322,5602,5602,"LAMALFA, DOUG",CA,1.0,REP,2014,0.685783757,22.5,DEM,0.573825766,1,0.14182,1.0,0.51,False,4.0,45923.0,50,,76.4,732867.64,730253.27,1
1323,5605,5606,"HUFFMAN, JARED MR",CA,2.0,DEM,2014,0.466282285,38.9,DEM,0.7124329979999999,1,0.20252,1.0,0.51,True,0.0,64958.0,113,68.30,76.3,908930.12,712985.22,1
1324,5606,5607,"MENSING, DALE KENNETH",CA,2.0,REP,2014,0.466282285,38.9,DEM,0.287567002,0,0.20252,1.0,0.51,False,0.0,64958.0,148,15.65,76.3,5502.0,5462.0,0
1325,5607,5610,"GARAMENDI, JOHN",CA,3.0,DEM,2014,0.587944725,23.7,DEM,0.542304931,1,0.34647,1.0,0.51,True,0.0,56275.0,6,63.11,74.64211,1457786.33,1290607.27,1
1326,5609,5609,"LOGUE, DANIEL",CA,3.0,REP,2014,0.587944725,23.7,DEM,0.457695069,0,0.34647,1.0,0.51,False,0.0,56275.0,12,,74.64211,827862.53,815768.31,0
1327,5613,5614,"MCCLINTOCK, THOMAS",CA,4.0,REP,2014,0.507320632,31.4,DEM,0.611091545,1,0.13787,1.0,0.51,False,3.0,68539.0,20,61.46,73.05714,231830.17,196522.01,1
1328,5616,5617,"HINTON, JAMES",CA,5.0,NNE,2014,0.583663145,29.6,DEM,0.0,0,0.35204,1.0,0.51,False,3.0,65520.0,5,,71.8,,,1
1329,5617,5619,"THOMPSON, MIKE MR.",CA,5.0,DEM,2014,0.583663145,29.6,DEM,0.744711233,1,0.35204,1.0,0.51,True,3.0,65520.0,1,65.70,71.8,1871449.24,1712297.91,0
1330,5619,5621,"MATSUI, DORIS",CA,6.0,DEM,2014,0.7414923940000001,25.8,DEM,0.7505243540000001,1,0.48611,0.0,0.51,True,0.0,46805.0,500,70.38,71.6,1063565.6,982391.48,1
1331,5620,5620,"MCCRAY, JOSEPH SR",CA,6.0,REP,2014,0.7414923940000001,25.8,DEM,0.249475646,0,0.48611,1.0,0.51,False,0.0,46805.0,11,,71.6,20944.99,20950.18,0
1332,5621,5627,"BERA, AMERISH",CA,7.0,DEM,2014,0.664042241,31.5,DEM,0.516815409,1,0.33913000000000004,1.0,0.51,True,0.0,66104.0,500,54.00,71.8,4395223.5,4317863.29,1
1333,5624,5626,"OSE, DOUG",CA,7.0,REP,2014,0.664042241,31.5,DEM,0.483184591,0,0.33913000000000004,1.0,0.51,False,0.0,66104.0,50,,71.8,5145011.0,5114545.86,0
1334,5629,5629,"COOK, PAUL",CA,8.0,REP,2014,0.862632886,15.5,DEM,1.0,1,0.24408,1.0,0.51,False,0.0,45873.0,27,41.99,71.8,813372.96,297683.16,1
1335,5636,5637,"MCNERNEY, JERRY",CA,9.0,DEM,2014,0.807658627,19.3,DEM,0.555540955,1,0.454,1.0,0.51,True,0.0,54491.0,63,55.27,71.4,1224433.6,1109114.54,1
1336,5639,5640,"DENHAM, JEFF",CA,10.0,REP,2014,0.697936769,17.1,DEM,0.527081869,1,0.26557,1.0,0.51,False,0.0,54681.0,192,47.73,71.4,2762283.99,1753320.93,1
1337,5640,5641,"EGGMAN, MICHAEL RAY",CA,10.0,DEM,2014,0.697936769,17.1,DEM,0.472918131,0,0.26557,1.0,0.51,True,0.0,54681.0,1,27.58,71.4,1294524.96,1291436.26,0
1338,5642,5648,"DESAULNIER, MARK",CA,11.0,DEM,2014,0.7222680370000001,41.7,DEM,0.6973172759999999,0,0.37984,1.0,0.51,True,0.0,75036.0,18,75.33,71.48,561969.88,541227.55,1
1339,5649,5656,"DENNIS, JOHN",CA,12.0,REP,2014,0.809000156,54.5,DEM,0.14916143199999998,0,0.50103,1.0,0.51,False,0.0,85370.0,6,,79.3,623935.44,600046.35,0
1340,5652,5657,"PELOSI, NANCY",CA,12.0,DEM,2014,0.809000156,54.5,DEM,0.850838568,1,0.50103,0.0,0.51,True,0.0,85370.0,78,78.11,79.3,2926898.74,2395066.14,1
1341,5659,5661,"LEE, BARBARA",CA,13.0,DEM,2014,0.807658627,45.0,DEM,0.8678157329999999,1,0.5538,0.0,0.51,True,4.0,62811.0,76,91.95,78.6,1139240.19,1100730.18,1
1342,5660,5658,"SUNDEEN, DAKIN M",CA,13.0,REP,2014,0.807658627,45.0,DEM,0.0,0,0.5538,1.0,0.51,False,4.0,62811.0,500,,78.6,4790.0,4790.0,0
1343,5661,5662,"CHEW, ROBIN LEO",CA,14.0,REP,2014,0.725889552,42.6,DEM,0.210834627,0,0.53793,1.0,0.51,False,0.0,95972.0,67,,78.96842,24653.65,24653.65,0
1344,5662,5663,"SPEIER, JACKIE",CA,14.0,DEM,2014,0.725889552,42.6,DEM,0.789165373,1,0.53793,0.0,0.51,True,0.0,95972.0,500,99.04,78.96842,1075200.59,841038.54,1
1345,5663,5664,"BUSSELL, HUGH",CA,15.0,REP,2014,0.71569854,40.0,DEM,0.0,0,0.5223,1.0,0.51,False,1.0,91265.0,500,,79.10476,17367.27,16477.23,1
1346,5669,5673,"COSTA, JIM",CA,16.0,DEM,2014,0.71569854,11.8,DEM,0.574086131,1,0.43092,1.0,0.51,True,1.0,36780.0,5,55.91,79.4,1524075.67,1116677.4,1
1347,5674,5675,"TACHERRA, JOHNNY",CA,16.0,REP,2014,0.71569854,11.8,DEM,0.425913869,0,0.43092,1.0,0.51,False,1.0,36780.0,88,32.84,79.4,342411.55,342204.12,0
1348,5675,5678,"HONDA, MIKE",CA,17.0,DEM,2014,0.7155610290000001,52.6,DEM,0.735447196,1,0.66883,1.0,0.51,True,1.0,103316.0,1,37.40,78.8,3412568.09,4427100.78,1
1349,5676,5679,"KHANNA, ROHIT",CA,17.0,DEM,2014,0.7155610290000001,52.6,DEM,0.735447196,0,0.66883,1.0,0.51,True,1.0,103316.0,500,39.08,78.8,3412568.09,4427100.78,0
1350,5681,5684,"ESHOO, ANNA",CA,18.0,DEM,2014,0.505021747,58.5,DEM,0.70489246,1,0.34792,0.0,0.51,True,3.0,105872.0,87,68.20,79.2,1509756.37,1540092.76,1
1351,5683,5682,"FOX, RICHARD B",CA,18.0,REP,2014,0.505021747,58.5,DEM,0.29510754,0,0.34792,1.0,0.51,False,3.0,105872.0,16,24.40,79.2,42012.0,41249.25,0
1352,5685,5687,"LOFGREN, ZOE",CA,19.0,DEM,2014,0.47937681,32.1,DEM,0.7323577590000001,1,0.52825,0.0,0.51,True,0.0,83701.0,500,76.08,79.4,1157846.24,682507.16,1
1353,5686,5685,"MURRAY, ROBERT",CA,19.0,DEM,2014,0.47937681,32.1,DEM,0.7323577590000001,0,0.52825,1.0,0.51,True,0.0,83701.0,7,,79.4,1157846.24,682507.16,0
1354,5687,5688,"FARR, SAM",CA,20.0,DEM,2014,0.438904477,26.4,DEM,0.740685557,1,0.22247,1.0,0.51,True,0.0,60076.0,64,,79.3,782583.56,747789.34,1
1355,5688,5689,"KABAT, RONALD PAUL",CA,20.0,NNE,2014,0.438904477,26.4,DEM,0.0,0,0.22247,1.0,0.51,False,0.0,60076.0,43,,79.3,,,0
1356,5690,5691,"RENTERIA, AMANDA",CA,21.0,DEM,2014,0.463209894,8.1,DEM,0.422409123,0,0.28742,0.0,0.51,True,4.0,36972.0,17,,80.2,1725079.55,1690530.0,0
1357,5691,5692,"VALADAO, DAVID",CA,21.0,REP,2014,0.463209894,8.1,DEM,0.577590877,1,0.28742,1.0,0.51,False,4.0,36972.0,4,54.03,80.2,2685195.54,2732693.38,1
1358,5694,5694,"NUNES, DEVIN G",CA,22.0,REP,2014,0.6770584909999999,23.3,DEM,0.618796771,1,0.27226,1.0,0.51,False,3.0,52172.0,500,63.81,79.78667,2065646.13,1456623.98,1
1359,5696,5700,"GARCIA, RAUL",CA,23.0,DEM,2014,0.539011256,19.1,DEM,0.0,0,0.242,1.0,0.51,True,,55195.0,500,,81.2,9345.0,8931.34,0
1360,5698,5701,"MCCARTHY, KEVIN",CA,23.0,REP,2014,0.539011256,19.1,DEM,0.732216682,1,0.242,1.0,0.51,False,,55195.0,13,55.46,81.2,5943825.95,5920014.48,1
1361,5702,5708,"CAPPS, LOIS G",CA,24.0,DEM,2014,0.548571457,31.8,DEM,0.550972776,1,0.189,0.0,0.51,True,0.0,63704.0,500,,80.5,2282305.02,2493169.87,1
1362,5708,5707,"MITCHUM, CHRISTOPHER",CA,24.0,REP,2014,0.548571457,31.8,DEM,0.449027224,0,0.189,1.0,0.51,False,0.0,63704.0,2,,80.5,481278.69,477674.37,0
1363,5713,5720,"KNIGHT, STEVE",CA,25.0,REP,2014,0.672419585,26.8,DEM,0.5477882279999999,0,0.36729,1.0,0.51,False,0.0,70727.0,159,48.26,80.4,415460.24,410834.53,1
1364,5718,5719,"STRICKLAND, ANTHONY A",CA,25.0,REP,2014,0.672419585,26.8,DEM,0.5477882279999999,0,0.36729,1.0,0.51,False,0.0,70727.0,22,,80.4,415460.24,410834.53,0
1365,5720,5724,"BROWNLEY, JULIA",CA,26.0,DEM,2014,0.673149146,31.6,DEM,0.526917612,1,0.19572,0.0,0.51,True,0.0,74758.0,131,64.02,80.12380999999999,3590149.32,3364754.34,1
1366,5722,5725,"GORELL, JEFF",CA,26.0,REP,2014,0.673149146,31.6,DEM,0.473082388,0,0.19572,1.0,0.51,False,0.0,74758.0,192,,80.12380999999999,1388717.9,1298190.88,0
1367,5725,5726,"CHU, JUDY",CA,27.0,DEM,2014,0.705029674,40.2,DEM,0.639775443,1,0.6038399999999999,0.0,0.51,True,3.0,66454.0,500,66.18,79.8,1168164.17,737543.01,1
1368,5726,5727,"ORSWELL, JACK",CA,27.0,REP,2014,0.705029674,40.2,DEM,0.3602245570000001,0,0.6038399999999999,1.0,0.51,False,3.0,66454.0,146,28.10,79.8,166341.24,159258.9,0
1369,5728,5729,"SCHIFF, ADAM",CA,28.0,DEM,2014,0.705029674,42.7,DEM,0.7648746909999999,1,0.3315,1.0,0.51,True,3.0,57782.0,36,70.24,79.7,916759.17,870294.85,1
1370,5729,5731,"STOKES, STEVE",CA,28.0,IND,2014,0.705029674,42.7,DEM,0.0,0,0.3315,1.0,0.51,False,3.0,57782.0,159,,79.7,,,0
1371,5731,5734,"CARDENAS, TONY",CA,29.0,DEM,2014,0.705029674,18.5,DEM,0.740526081,1,0.44513,1.0,0.51,True,1.0,47499.0,80,0.96,80.2,1013135.91,953305.27,1
1372,5740,5736,"SHERMAN, BRAD",CA,30.0,DEM,2014,0.705029674,41.5,DEM,1.0,1,0.33315,1.0,0.51,True,1.0,69353.0,123,60.11,80.6,1431583.49,842753.62,1
1373,5742,5746,"AGUILAR, PETE",CA,31.0,DEM,2014,0.705029674,22.5,DEM,0.0,0,0.3823,1.0,0.51,True,0.0,52396.0,55,43.08,80.6,2234755.55,2246264.88,1
1374,5751,5752,"NAPOLITANO, GRACE",CA,32.0,DEM,2014,0.705029674,19.8,DEM,0.6570003839999999,1,0.54651,0.0,0.51,True,4.0,57177.0,500,51.41,82.0,347168.21,304898.12,1
1375,5753,5769,"CARR, ELAN S.",CA,33.0,REP,2014,0.705029674,62.4,DEM,0.0,0,0.25376,1.0,0.51,False,4.0,101573.0,500,,81.32,1581866.04,1575539.63,0
1376,5764,5774,"LIEU, TED",CA,33.0,DEM,2014,0.705029674,62.4,DEM,0.539557956,0,0.25376,1.0,0.51,True,4.0,101573.0,181,69.15,81.32,2293035.5,2173521.4,1
1377,5774,5779,"BECERRA, XAVIER",CA,34.0,DEM,2014,0.705029674,21.9,DEM,0.8561561990000001,1,0.57303,1.0,0.51,True,4.0,35691.0,500,77.58,82.2,0.0,0.0,1
1378,5775,5775,"EDWARDS, ADRIENNE NICOLE",CA,34.0,DEM,2014,0.705029674,21.9,DEM,0.8561561990000001,0,0.57303,0.0,0.51,True,4.0,35691.0,200,21.15,82.2,0.0,0.0,0
1379,5779,5784,"GAGNIER, CHRISTINA",CA,35.0,DEM,2014,0.705029674,14.2,DEM,1.0,0,0.52071,0.0,0.51,True,3.0,53318.0,16,,81.0,82283.74,83828.61,0
1380,5782,5783,"TORRES, NORMA",CA,35.0,DEM,2014,0.705029674,14.2,DEM,1.0,0,0.52071,0.0,0.51,True,3.0,53318.0,500,75.57,81.0,82283.74,83828.61,1
1381,5785,5786,"NESTANDE, BRIAN",CA,36.0,REP,2014,0.705029674,20.3,DEM,0.470606605,0,0.31774,1.0,0.51,False,4.0,44446.0,8,,80.33158,1299009.56,1292192.98,0
1382,5786,5787,"RUIZ, RAUL DR.",CA,36.0,DEM,2014,0.705029674,20.3,DEM,0.529393395,1,0.31774,1.0,0.51,True,4.0,44446.0,500,58.48,80.33158,3409976.53,3087543.45,1
1383,5787,5791,"BASS, KAREN",CA,37.0,DEM,2014,0.705029674,36.3,DEM,0.864174806,1,0.5529999999999999,0.0,0.51,True,3.0,49669.0,25,80.21,79.30951999999999,1045813.42,822020.87,1
1384,5790,5790,"KING, R ADAM",CA,37.0,REP,2014,0.705029674,36.3,DEM,0.0,0,0.5529999999999999,1.0,0.51,False,3.0,49669.0,500,,79.30951999999999,14585.0,14692.73,0
1385,5791,5792,"CAMPOS, BENJAMIN",CA,38.0,REP,2014,0.705029674,21.2,DEM,0.32455239,0,0.50516,1.0,0.51,False,4.0,61537.0,44,29.70,78.9,6176.0,5246.75,0
1386,5792,5793,"SANCHEZ, LINDA",CA,38.0,DEM,2014,0.705029674,21.2,DEM,0.67544761,1,0.50516,0.0,0.51,True,4.0,61537.0,68,8.34,78.9,1350030.93,1027338.66,1
1387,5793,5794,"ANDERSON, PETER O",CA,39.0,DEM,2014,0.705029674,38.6,DEM,0.42211877,0,0.4676,1.0,0.51,True,4.0,76910.0,55,,77.9,4208.98,4208.98,0
1388,5794,5795,"ROYCE, ED MR.",CA,39.0,REP,2014,0.705029674,38.6,DEM,0.57788123,1,0.4676,1.0,0.51,False,4.0,76910.0,40,60.50,77.9,3192506.95,1743860.38,1
1389,5795,5797,"ROYBAL-ALLARD, LUCILLE",CA,40.0,DEM,2014,0.45768618,8.6,DEM,1.0,1,0.45787,0.0,0.51,True,4.0,39199.0,500,76.30,78.1,0.0,0.0,1
1390,5796,5796,"SANCHEZ, DAVID",CA,40.0,DEM,2014,0.45768618,8.6,DEM,1.0,0,0.45787,1.0,0.51,True,4.0,39199.0,4,8.34,78.1,0.0,0.0,0
1391,5797,5801,"ADAMS, STEVE",CA,41.0,REP,2014,0.5119628079999999,16.4,DEM,0.410322683,0,0.47033,1.0,0.51,False,4.0,55255.0,159,9.07,78.1,251122.01,230976.44,0
1392,5800,5799,"TAKANO, MARK",CA,41.0,DEM,2014,0.5119628079999999,16.4,DEM,0.589677317,1,0.47033,1.0,0.51,True,4.0,55255.0,18,64.55,78.1,1328194.23,1312896.41,1
1393,5801,5803,"CALVERT, KEN",CA,42.0,REP,2014,0.61783541,24.0,DEM,0.605940069,1,0.32699,1.0,0.51,False,4.0,71902.0,31,54.94,77.9,1192965.24,1206750.52,1
1394,5807,5808,"SHERIDAN, TIMOTHY J",CA,42.0,DEM,2014,0.61783541,24.0,DEM,0.394059931,0,0.32699,1.0,0.51,True,4.0,71902.0,21,37.55,77.9,119068.62,101404.39,0
1395,5810,5812,"WATERS, MAXINE MS",CA,43.0,DEM,2014,0.5276473,24.1,DEM,1.0,1,0.62362,0.0,0.51,True,4.0,48361.0,500,76.12,78.4,1301923.81,1062921.15,1
1396,5811,5809,"WOOD, JOHN JR",CA,43.0,REP,2014,0.5276473,24.1,DEM,0.0,0,0.62362,1.0,0.51,False,4.0,48361.0,6,,78.4,11173.0,11819.14,0
1397,5812,5815,"HAHN, JANICE",CA,44.0,DEM,2014,0.472413662,11.5,DEM,1.0,1,0.54673,0.0,0.51,True,4.0,45678.0,184,,78.20666999999999,733850.98,723717.91,1
1398,5814,5814,"SHBEITA, ADAM",CA,44.0,PAF,2014,0.472413662,11.5,DEM,0.0,0,0.54673,1.0,0.51,False,4.0,45678.0,36,,78.20666999999999,,,0
1399,5815,5819,"LEAVENS, DREW EUGENE",CA,45.0,DEM,2014,0.497860656,51.6,DEM,0.415419925,0,0.3635,1.0,0.51,True,4.0,91848.0,500,,80.1,125966.08,122684.64,0
1400,5820,5820,"WALTERS, MIMI",CA,45.0,REP,2014,0.497860656,51.6,DEM,0.584580075,0,0.3635,0.0,0.51,False,4.0,91848.0,500,40.88,80.1,1430178.62,1323769.7,1
1401,5823,5824,"NICK, ADAM",CA,46.0,REP,2014,0.631741085,17.3,DEM,0.361252211,0,0.39539,1.0,0.51,False,1.0,55073.0,36,,79.9,19627.46,15757.64,0
1402,5824,5825,"SANCHEZ, LORETTA",CA,46.0,DEM,2014,0.631741085,17.3,DEM,0.638747789,1,0.39539,0.0,0.51,True,1.0,55073.0,500,8.34,79.9,1455237.07,1284391.54,1
1403,5827,5829,"LOWENTHAL, ALAN",CA,47.0,DEM,2014,0.45768618,29.6,DEM,0.56559223,1,0.43012,1.0,0.51,True,4.0,58787.0,110,66.12,78.55263000000001,823270.27,506596.9,1
1404,5828,5828,"WHALLON, ANDREW",CA,47.0,REP,2014,0.45768618,29.6,DEM,0.43440777,0,0.43012,1.0,0.51,False,4.0,58787.0,28,21.93,78.55263000000001,60080.63,59582.15,0
1405,5832,5834,"ROHRABACHER, DANA",CA,48.0,REP,2014,0.45768618,43.2,DEM,0.609785819,1,0.34784,0.0,0.51,False,0.0,83425.0,57,56.57,77.2,801570.59,795322.8,1
1406,5833,5833,"SAVARY, SUZANNE JOYCE",CA,48.0,DEM,2014,0.45768618,43.2,DEM,0.390214181,0,0.34784,0.0,0.51,True,0.0,83425.0,107,28.89,77.2,114509.11,111839.1,0
1407,5835,5838,"ISSA, DARRELL",CA,49.0,REP,2014,0.5150822270000001,40.9,DEM,0.581626113,1,0.20014,1.0,0.51,False,0.0,77025.0,137,50.82,76.2,3750000.87,1749467.11,0
1408,5837,5837,"PEISER, DAVE",CA,49.0,DEM,2014,0.5150822270000001,40.9,DEM,0.4183738870000001,0,0.20014,1.0,0.51,True,0.0,77025.0,4,,76.2,94234.87,85320.75,1
1409,5839,5841,"HUNTER, DUNCAN D.",CA,50.0,REP,2014,0.526027235,25.4,DEM,0.6768979409999999,1,0.2241,1.0,0.51,False,3.0,65009.0,500,56.45,75.9,1269096.3,841310.21,1
1410,5840,5840,"KIMBER, JAMES HARVEY",CA,50.0,DEM,2014,0.526027235,25.4,DEM,0.323102059,0,0.2241,1.0,0.51,True,3.0,65009.0,5,,75.9,40745.46,38433.5,0
1411,5842,5842,"MEADE, STEPHEN",CA,51.0,REP,2014,0.529504795,13.4,DEM,0.285223152,0,0.3562,1.0,0.51,False,1.0,41561.0,33,,76.3,,,0
1412,5843,5844,"VARGAS, JUAN C.",CA,51.0,DEM,2014,0.529504795,13.4,DEM,0.714776848,1,0.3562,1.0,0.51,True,1.0,41561.0,68,66.82,76.3,760893.28,801518.88,1
1413,5844,5845,"DEMAIO, CARL",CA,52.0,REP,2014,0.526027235,55.6,DEM,0.488185597,0,0.31072,1.0,0.51,False,0.0,85121.0,91,,75.6,3408768.79,3349676.65,0
