,Unnamed: 0,Unnamed: 0.1,Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year,recent_presidential_vote,percent_bachelor_or_above,gov_party,Party_Previous_Vote_Share,Incumbent,minority_percentage,Gender,Presidential_Approval_Rating,Same_Party_As_President,seat_transition,Median_Income,name_commonness,Primary.Vote.Percent,labor_force,Raised,Spent,won
3363,11569,11574,"ELLISON, BRIAN JAMES",MI,8.0,LIB,2018,0.533796321,39.4,,0.026203622000000003,0,0.14848,1.0,0.41,False,0.0,71702.0,8,,72.8,,,0
3364,11570,11572,"KEEFE, LINDA",MI,8.0,DEM,2018,0.533796321,39.4,,0.391827958,0,0.14848,0.0,0.41,False,0.0,71702.0,68,,72.8,5464036.75,3630863.58,0
3365,11571,11570,"KUMAR, LOKESH",MI,8.0,REP,2018,0.533796321,39.4,,0.560365079,0,0.14848,1.0,0.41,True,0.0,71702.0,500,,72.8,2950167.11,1773015.09,0
3366,11572,11573,"SLOTKIN, ELISSA",MI,8.0,DEM,2018,0.533796321,39.4,,0.391827958,0,0.14848,0.0,0.41,False,0.0,71702.0,500,70.7,72.8,5464036.75,3630863.58,0
3367,11573,11569,"SMITH, CHRISTOPHER E.",MI,8.0,DEM,2018,0.533796321,39.4,,0.391827958,0,0.14848,1.0,0.41,False,0.0,71702.0,2,,72.8,5464036.75,3630863.58,0
3368,11574,11579,"BIEDA, STEVEN",MI,9.0,DEM,2018,0.502670686,29.3,,0.5791105910000001,0,0.22346,1.0,0.41,False,0.0,58742.0,19,,72.9,1251739.35,1149715.69,0
3370,11576,11576,"LEVIN, ANDY",MI,9.0,DEM,2018,0.502670686,29.3,,0.5791105910000001,0,0.22346,1.0,0.41,False,0.0,58742.0,28,52.5,72.9,1251739.35,1149715.69,0
3371,11577,11577,"LIPTON, ELLEN",MI,9.0,DEM,2018,0.502670686,29.3,,0.5791105910000001,0,0.22346,0.0,0.41,False,0.0,58742.0,500,,72.9,1251739.35,1149715.69,0
3372,11578,11575,"MCDERMOTT, JOHN V.",MI,9.0,GRE,2018,0.502670686,29.3,,0.019181842,0,0.22346,1.0,0.41,False,0.0,58742.0,6,,72.9,,,0
3373,11579,11580,"STEARNS, CANDIUS MRS.",MI,9.0,REP,2018,0.502670686,29.3,,0.373967583,0,0.22346,0.0,0.41,True,0.0,58742.0,500,100,72.9,183806.0,110000.8,0
3374,11580,11584,"ACCAVITTI, FRANK JR",MI,10.0,DEM,2018,0.400510532,22.6,,0.323414789,0,0.0758,1.0,0.41,False,4.0,63156.0,65,,71.7,49779.74,24423.26,0
3375,11581,11585,"BIZON, KIMBERLY ANN",MI,10.0,DEM,2018,0.400510532,22.6,,0.323414789,0,0.0758,0.0,0.41,False,4.0,63156.0,5,41.1,71.7,49779.74,24423.26,0
3376,11582,11586,"MCCARTHY, MICHAEL MR.",MI,10.0,DEM,2018,0.400510532,22.6,,0.323414789,0,0.0758,1.0,0.41,False,4.0,63156.0,1,,71.7,49779.74,24423.26,0
3378,11584,11582,"MITCHELL, PAUL III",MI,10.0,REP,2018,0.400510532,22.6,,0.630387303,1,0.0758,1.0,0.41,True,4.0,63156.0,27,100,71.7,632349.88,287558.07,0
3379,11585,11583,"PERUSKI, JEREMY MICHAEL",MI,10.0,IND,2018,0.400510532,22.6,,0.0,0,0.0758,1.0,0.41,False,4.0,63156.0,26,,71.7,,,0
3380,11586,11598,"BENTIVOLIO, KERRY",MI,11.0,REP,2018,0.624688747,45.8,,0.529392688,0,0.18963,0.0,0.41,True,4.0,82545.0,175,,72.1,2092219.89,1728986.23,0
3381,11587,11597,"BONDS, KRISTINE",MI,11.0,REP,2018,0.624688747,45.8,,0.529392688,0,0.18963,0.0,0.41,True,4.0,82545.0,143,,72.1,2092219.89,1728986.23,0
3382,11588,11590,"EPSTEIN, LENA ROSE",MI,11.0,REP,2018,0.624688747,45.8,,0.529392688,0,0.18963,0.0,0.41,True,4.0,82545.0,500,30.9,72.1,2092219.89,1728986.23,0
3383,11589,11594,"GREIMEL, TIM",MI,11.0,DEM,2018,0.624688747,45.8,,0.401707982,0,0.18963,1.0,0.41,False,4.0,82545.0,21,,72.1,2949214.55,1827682.81,0
3384,11590,11595,"GUPTA, SUNEEL",MI,11.0,DEM,2018,0.624688747,45.8,,0.401707982,0,0.18963,1.0,0.41,False,4.0,82545.0,500,,72.1,2949214.55,1827682.81,0
3385,11591,11592,"HABERMAN, DANIEL",MI,11.0,DEM,2018,0.624688747,45.8,,0.401707982,0,0.18963,1.0,0.41,False,4.0,82545.0,12,,72.1,2949214.55,1827682.81,0
3386,11592,11601,"HEISE, KURT",MI,11.0,REP,2018,0.624688747,45.8,,0.529392688,0,0.18963,1.0,0.41,True,4.0,82545.0,180,,72.1,2092219.89,1728986.23,0
3388,11594,11599,"KOWALL, MICHAEL W",MI,11.0,REP,2018,0.624688747,45.8,,0.529392688,0,0.18963,1.0,0.41,True,4.0,82545.0,1,,72.1,2092219.89,1728986.23,0
3389,11595,11591,"NYE, COOPER JON",MI,11.0,IND,2018,0.624688747,45.8,,0.043759459,0,0.18963,1.0,0.41,False,4.0,82545.0,500,,72.1,,,0
3390,11596,11589,"RACZKOWSKI, A. ROCKY",MI,11.0,REP,2018,0.624688747,45.8,,0.529392688,0,0.18963,1.0,0.41,True,4.0,82545.0,500,,72.1,2092219.89,1728986.23,0
3391,11597,11593,"SAAD, FAYROUZ",MI,11.0,DEM,2018,0.624688747,45.8,,0.401707982,0,0.18963,0.0,0.41,False,4.0,82545.0,500,,72.1,2949214.55,1827682.81,0
3392,11598,11600,"SCHWARTZ, LEONARD CHARLES",MI,11.0,LIB,2018,0.624688747,45.8,,0.025139871,0,0.18963,1.0,0.41,False,4.0,82545.0,166,,72.1,,,0
3393,11599,11596,"SKINNER, NANCY",MI,11.0,DEM,2018,0.624688747,45.8,,0.401707982,0,0.18963,0.0,0.41,False,4.0,82545.0,78,,72.1,2949214.55,1827682.81,0
3394,11600,11587,"STEVENS, HALEY",MI,11.0,DEM,2018,0.624688747,45.8,,0.401707982,0,0.18963,0.0,0.41,False,4.0,82545.0,500,27,72.1,2949214.55,1827682.81,0
3395,11601,11606,"DINGELL, DEBBIE",MI,12.0,DEM,2018,0.698535175,33.2,,0.643506117,1,0.21317,0.0,0.41,False,4.0,57034.0,61,,72.0,1051646.3,1060451.05,0
3397,11603,11604,"NIEMUTH, NILES",MI,12.0,SEP,2018,0.698535175,33.2,,0.0,0,0.21317,1.0,0.41,False,4.0,57034.0,500,,72.0,,,0
3398,11604,11602,"WALKOWICZ, GARY",MI,12.0,OTH,2018,0.698535175,33.2,,0.0,0,0.21317,1.0,0.41,False,4.0,57034.0,47,,72.0,,,0
3399,11605,11603,"YOUNG, STEPHEN ROBERT NEALE",MI,12.0,GRE,2018,0.698535175,33.2,,0.01333252,0,0.21317,1.0,0.41,False,4.0,57034.0,33,,72.0,,,0
3400,11606,11613,"CONYERS, IAN",MI,13.0,DEM,2018,0.694038376,14.5,,0.7701047520000001,0,0.615,1.0,0.41,False,4.0,35365.0,155,,71.8,1328003.4,1272637.7,0
3401,11607,11615,"CONYERS, JOHN III",MI,13.0,DEM,2018,0.694038376,14.5,,0.7701047520000001,0,0.615,1.0,0.41,False,4.0,35365.0,6,,71.8,1328003.4,1272637.7,0
3402,11608,11610,"DILLARD, GODFREY J SR",MI,13.0,DEM,2018,0.694038376,14.5,,0.7701047520000001,0,0.615,1.0,0.41,False,4.0,35365.0,500,,71.8,1328003.4,1272637.7,0
3403,11609,11619,"GILMORE, MICHAEL",MI,13.0,DEM,2018,0.694038376,14.5,,0.7701047520000001,0,0.615,1.0,0.41,False,4.0,35365.0,1,,71.8,1328003.4,1272637.7,0
3404,11610,11614,"HILL KNOTT, KIMBERLY",MI,13.0,DEM,2018,0.694038376,14.5,,0.7701047520000001,0,0.615,0.0,0.41,False,4.0,35365.0,500,,71.8,1328003.4,1272637.7,0
3405,11611,11620,"HILL, RYAN",MI,13.0,DEM,2018,0.694038376,14.5,,0.7701047520000001,0,0.615,1.0,0.41,False,4.0,35365.0,25,,71.8,1328003.4,1272637.7,0
3406,11612,11609,"JACKSON, SHANELLE",MI,13.0,DEM,2018,0.694038376,14.5,,0.7701047520000001,0,0.615,0.0,0.41,False,4.0,35365.0,500,,71.8,1328003.4,1272637.7,0
3407,11613,11608,"JOHNSON, SAM",MI,13.0,OTH,2018,0.694038376,14.5,,0.0,0,0.615,1.0,0.41,False,4.0,35365.0,64,,71.8,,,0
3408,11614,11616,"JONES, BRENDA",MI,13.0,DEM,2018,0.694038376,14.5,,0.7701047520000001,0,0.615,0.0,0.41,False,4.0,35365.0,60,37.7,71.8,1328003.4,1272637.7,0
3409,11615,11621,"RAPHOON, MEGAN RENEE",MI,13.0,IND,2018,0.694038376,14.5,,0.0,0,0.615,0.0,0.41,False,4.0,35365.0,89,,71.8,,,0
3410,11616,11617,"SOSNOWSKI, MARC",MI,13.0,UST,2018,0.694038376,14.5,,0.0,0,0.615,1.0,0.41,False,4.0,35365.0,89,,71.8,,,0
3411,11617,11611,"TLAIB, RASHIDA",MI,13.0,DEM,2018,0.694038376,14.5,,0.7701047520000001,0,0.615,0.0,0.41,False,4.0,35365.0,500,31.2,71.8,1328003.4,1272637.7,0
3412,11618,11607,"WHITE, KENTIEL D MR.",MI,13.0,DEM,2018,0.694038376,14.5,,0.7701047520000001,0,0.615,1.0,0.41,False,4.0,35365.0,500,,71.8,1328003.4,1272637.7,0
3413,11619,11618,"WILCOXON, D. ETTA",MI,13.0,GRE,2018,0.694038376,14.5,,0.0,0,0.615,0.0,0.41,False,4.0,35365.0,500,,71.8,,,0
3414,11620,11622,"WILD, WILLIAM R.",MI,13.0,DEM,2018,0.694038376,14.5,,0.7701047520000001,0,0.615,1.0,0.41,False,4.0,35365.0,9,,71.8,1328003.4,1272637.7,0
3415,11621,11612,"YOUNG, COLEMAN ALEXANDER MR. II",MI,13.0,DEM,2018,0.694038376,14.5,,0.7701047520000001,0,0.615,1.0,0.41,False,4.0,35365.0,500,,71.8,1328003.4,1272637.7,0
3417,11623,11623,"LAWRENCE, BRENDA LULENAR",MI,14.0,DEM,2018,0.624688747,30.0,,0.7850713640000001,1,0.6601199999999999,0.0,0.41,False,,46500.0,60,100,71.88667,750854.47,442258.62,0
3418,11624,11625,"AKZAM, JOHNNY ALAN",MN,1.0,DFL,2018,0.426800765,27.3,REP,0.0,0,0.10046,1.0,0.4,False,4.0,61310.0,88,,71.82632,,,0
3419,11625,11634,"AUSTINSON, JOHN WAYNE",MN,1.0,DEM,2018,0.426800765,27.3,REP,0.503797642,0,0.10046,1.0,0.4,False,4.0,61310.0,6,,71.82632,3120039.91,1672155.99,0
3420,11626,11637,"CANDLER, ANDREW",MN,1.0,REP,2018,0.426800765,27.3,REP,0.496202358,0,0.10046,1.0,0.4,True,4.0,61310.0,28,,71.82632,1172512.86,897311.65,0
3421,11627,11632,"FEEHAN, DANIEL",MN,1.0,DFL,2018,0.426800765,27.3,REP,0.0,0,0.10046,1.0,0.4,False,4.0,61310.0,12,83.1,71.82632,,,0
3422,11628,11629,"HAGEDORN, JAMES",MN,1.0,REP,2018,0.426800765,27.3,REP,0.496202358,0,0.10046,1.0,0.4,True,4.0,61310.0,5,60.1,71.82632,1172512.86,897311.65,0
3423,11629,11631,"JENSEN, VICKI",MN,1.0,DEM,2018,0.426800765,27.3,REP,0.503797642,0,0.10046,0.0,0.4,False,4.0,61310.0,500,,71.82632,3120039.91,1672155.99,0
3424,11630,11627,"MINEHART, COLIN JAMES",MN,1.0,DFL,2018,0.426800765,27.3,REP,0.0,0,0.10046,1.0,0.4,False,4.0,61310.0,500,,71.82632,,,0
3425,11631,11630,"MUSTAFA, REGINA ANNE",MN,1.0,DFL,2018,0.426800765,27.3,REP,0.0,0,0.10046,0.0,0.4,False,4.0,61310.0,112,,71.82632,,,0
3426,11632,11628,"NELSON, CARLA JEAN",MN,1.0,REP,2018,0.426800765,27.3,REP,0.496202358,0,0.10046,0.0,0.4,True,4.0,61310.0,118,,71.82632,1172512.86,897311.65,0
3427,11633,11635,"RIES, ROBERT ARNOLD MR.",MN,1.0,DEM,2018,0.426800765,27.3,REP,0.503797642,0,0.10046,1.0,0.4,False,4.0,61310.0,7,,71.82632,3120039.91,1672155.99,0
3428,11634,11636,"SULLIVAN, JOE",MN,1.0,DEM,2018,0.426800765,27.3,REP,0.503797642,0,0.10046,1.0,0.4,False,4.0,61310.0,107,,71.82632,3120039.91,1672155.99,0
3429,11635,11626,"WILLIAMS, STEVE",MN,1.0,REP,2018,0.426800765,27.3,REP,0.496202358,0,0.10046,1.0,0.4,True,4.0,61310.0,159,,71.82632,1172512.86,897311.65,0
3430,11636,11633,"WRIGHT, RICHARD THOMAS",MN,1.0,DFL,2018,0.426800765,27.3,REP,0.0,0,0.10046,1.0,0.4,False,4.0,61310.0,16,,71.82632,,,0
3431,11637,11640,"CRAIG, ANGELA DAWN",MN,2.0,DEM,2018,0.493043577,37.9,REP,0.451609154,0,0.1611,0.0,0.4,False,4.0,81885.0,7,100,70.22381,4207268.64,2444044.02,0
3432,11638,11639,"ERDMANN, JEFF",MN,2.0,DEM,2018,0.493043577,37.9,REP,0.451609154,0,0.1611,1.0,0.4,False,4.0,81885.0,192,,70.22381,4207268.64,2444044.02,0
3433,11639,11641,"LEWIS, JASON MARK MR.",MN,2.0,REP,2018,0.493043577,37.9,REP,0.470420007,1,0.1611,1.0,0.4,True,4.0,81885.0,3,100,70.22381,2470548.21,1335629.73,0
3434,11640,11638,"SVENSON, BRADLEY",MN,2.0,IDP,2018,0.493043577,37.9,REP,0.0,0,0.1611,1.0,0.4,False,4.0,81885.0,57,,70.22381,,,0
3435,11641,11642,"DONAHUE, ALICIA",MN,3.0,DFL,2018,0.6261991929999999,47.8,REP,0.0,0,0.19779,0.0,0.4,False,4.0,89442.0,82,,69.7,,,0
3436,11642,11647,"JENNINGS, ADAM THOMAS",MN,3.0,DEM,2018,0.6261991929999999,47.8,REP,0.431385144,0,0.19779,1.0,0.4,False,4.0,89442.0,36,,69.7,3996749.79,3728226.34,0
3437,11643,11644,"PAULSEN, ERIK MR.",MN,3.0,REP,2018,0.6261991929999999,47.8,REP,0.5686148560000001,1,0.19779,1.0,0.4,True,4.0,89442.0,87,100,69.7,5142977.84,3177832.8,0
3438,11644,11645,"PHILLIPS, DEAN",MN,3.0,DFL,2018,0.6261991929999999,47.8,REP,0.0,0,0.19779,1.0,0.4,False,4.0,89442.0,177,81.6,69.7,,,0
3439,11645,11643,"SANTA MARIA, BRIAN SANTA MR.",MN,3.0,DEM,2018,0.6261991929999999,47.8,REP,0.431385144,0,0.19779,1.0,0.4,False,4.0,89442.0,500,,69.7,3996749.79,3728226.34,0
3440,11646,11646,"YOUNG, COLE",MN,3.0,DFL,2018,0.6261991929999999,47.8,REP,0.0,0,0.19779,1.0,0.4,False,4.0,89442.0,500,,69.7,,,0
3441,11647,11652,"HASSAN, MUAD",MN,4.0,DFL,2018,0.644026243,42.6,REP,0.0,0,0.29415,1.0,0.4,False,4.0,68684.0,500,,68.0,,,0
3442,11648,11649,"MCCOLLUM, BETTY",MN,4.0,DFL,2018,0.644026243,42.6,REP,0.0,1,0.29415,0.0,0.4,False,4.0,68684.0,500,91,68.0,,,0
3443,11649,11648,"MOGHUL, FASIL",MN,4.0,DEM,2018,0.644026243,42.6,REP,0.577848907,0,0.29415,1.0,0.4,False,4.0,68684.0,500,,68.0,799824.5,710382.78,0
3444,11650,11653,"ROSSELL, REID",MN,4.0,DFL,2018,0.644026243,42.6,REP,0.0,0,0.29415,1.0,0.4,False,4.0,68684.0,500,,68.0,,,0
3445,11651,11650,"RYAN, GREGORY",MN,4.0,REP,2018,0.644026243,42.6,REP,0.344815683,0,0.29415,1.0,0.4,True,4.0,68684.0,29,100,68.0,,,0
3447,11653,11657,"ABDULAHI, JAMAL MR.",MN,5.0,DEM,2018,0.657204565,44.0,REP,0.691681241,0,0.34663,1.0,0.4,False,4.0,63202.0,500,,68.3,721343.43,559696.49,0
3448,11654,11656,"ANDERSON KELLIHER, MARGARET",MN,5.0,DEM,2018,0.657204565,44.0,REP,0.691681241,0,0.34663,0.0,0.4,False,4.0,63202.0,500,,68.3,721343.43,559696.49,0
3449,11655,11661,"CARNEY, BOB 'AGAIN' JR.",MN,5.0,REP,2018,0.657204565,44.0,REP,0.223202426,0,0.34663,1.0,0.4,True,4.0,63202.0,7,,68.3,14205.37,7195.99,0
3450,11656,11667,"CHAMBERLIN, CHRISTOPHER WILLIAM",MN,5.0,REP,2018,0.657204565,44.0,REP,0.223202426,0,0.34663,1.0,0.4,True,4.0,63202.0,2,,68.3,14205.37,7195.99,0
3451,11657,11659,"CHAMPION, BOBBY JOE",MN,5.0,DFL,2018,0.657204565,44.0,REP,0.0,0,0.34663,1.0,0.4,False,4.0,63202.0,93,,68.3,,,0
3452,11658,11663,"DIBBLE, SCOTT",MN,5.0,DEM,2018,0.657204565,44.0,REP,0.691681241,0,0.34663,1.0,0.4,False,4.0,63202.0,17,,68.3,721343.43,559696.49,0
3453,11659,11666,"DRAKE, FRANK NELSON",MN,5.0,DFL,2018,0.657204565,44.0,REP,0.0,0,0.34663,1.0,0.4,False,4.0,63202.0,65,,68.3,,,0
3454,11660,11662,"FLANAGAN, PEGGY",MN,5.0,DFL,2018,0.657204565,44.0,REP,0.0,0,0.34663,0.0,0.4,False,4.0,63202.0,500,,68.3,,,0
3455,11661,11660,"KELLIHER, MARGARET ANDERSON",MN,5.0,DFL,2018,0.657204565,44.0,REP,0.0,0,0.34663,1.0,0.4,False,4.0,63202.0,101,,68.3,,,0
3456,11662,11664,"KOVACS, JOSEPH SCOTT",MN,5.0,REP,2018,0.657204565,44.0,REP,0.223202426,0,0.34663,1.0,0.4,True,4.0,63202.0,11,,68.3,14205.37,7195.99,0
3457,11663,11658,"OMAR, ILHAN",MN,5.0,DFL,2018,0.657204565,44.0,REP,0.0,0,0.34663,1.0,0.4,False,4.0,63202.0,500,48.2,68.3,,,0
3458,11664,11654,"TORRES RAY, PATRICIA",MN,5.0,DEM,2018,0.657204565,44.0,REP,0.691681241,0,0.34663,0.0,0.4,False,4.0,63202.0,500,,68.3,721343.43,559696.49,0
3459,11665,11665,"TORRES, PATRICIA",MN,5.0,DFL,2018,0.657204565,44.0,REP,0.0,0,0.34663,0.0,0.4,False,4.0,63202.0,30,,68.3,,,0
3460,11666,11655,"ZIELINSKI, JENNIFER L",MN,5.0,REP,2018,0.657204565,44.0,REP,0.223202426,0,0.34663,0.0,0.4,True,4.0,63202.0,1,56.5,68.3,14205.37,7195.99,0
3461,11667,11668,"EMMER, THOMAS EARL JR.",MN,6.0,REP,2018,0.56180087,28.7,REP,0.656770723,1,0.1036,1.0,0.4,True,4.0,79826.0,20,76.6,67.7,2058085.24,1264057.53,0
3462,11668,11671,"HILE, BRIAN DAVID MR",MN,6.0,DFL,2018,0.56180087,28.7,REP,0.0,0,0.1036,1.0,0.4,False,4.0,79826.0,8,,67.7,,,0
3463,11669,11669,"KERN, ALIENA JEANENE",MN,6.0,REP,2018,0.56180087,28.7,REP,0.656770723,0,0.1036,0.0,0.4,True,4.0,79826.0,500,,67.7,2058085.24,1264057.53,0
3464,11670,11670,"MUNRO , PATRICK",MN,6.0,REP,2018,0.56180087,28.7,REP,0.656770723,0,0.1036,1.0,0.4,True,4.0,79826.0,500,,67.7,2058085.24,1264057.53,0
3465,11671,11672,"TODD, IAN ANDREW",MN,6.0,DFL,2018,0.56180087,28.7,REP,0.0,0,0.1036,1.0,0.4,False,4.0,79826.0,155,100,67.7,,,0
3466,11672,11676,"ENSTAD, CHAD LEE",MN,7.0,IDP,2018,0.34206881,21.5,REP,0.0,0,0.09147,1.0,0.4,False,4.0,55745.0,30,,70.8,,,0
3467,11673,11675,"HUGHES, DAVID",MN,7.0,REP,2018,0.34206881,21.5,REP,0.474856363,0,0.09147,1.0,0.4,True,4.0,55745.0,4,72.6,70.8,190533.74,132488.22,0
3468,11674,11677,"MILLER, TIM",MN,7.0,REP,2018,0.34206881,21.5,REP,0.474856363,0,0.09147,1.0,0.4,True,4.0,55745.0,21,,70.8,190533.74,132488.22,0
3469,11675,11678,"PETERSON, COLLIN CLARK",MN,7.0,DEM,2018,0.34206881,21.5,REP,0.525143637,1,0.09147,1.0,0.4,False,4.0,55745.0,500,100,70.8,1236370.31,660619.56,0
3470,11676,11673,"PROSCH, MATT",MN,7.0,REP,2018,0.34206881,21.5,REP,0.474856363,0,0.09147,1.0,0.4,True,4.0,55745.0,500,,70.8,190533.74,132488.22,0
3471,11677,11674,"SHERMAN, JAYESUN ISRAEL MR.",MN,7.0,REP,2018,0.34206881,21.5,REP,0.474856363,0,0.09147,1.0,0.4,True,4.0,55745.0,500,,70.8,190533.74,132488.22,0
3472,11678,11682,"KENNEDY, KIRSTEN HAGEN",MN,8.0,DFL,2018,0.418634278,22.6,REP,0.0,0,0.07266,1.0,0.4,False,,56055.0,500,89.9,71.7,,,0
3473,11679,11686,"LEE, MICHELLE DENISE",MN,8.0,DEM,2018,0.418634278,22.6,REP,0.502822844,0,0.07266,0.0,0.4,False,,56055.0,4,,71.7,1523355.59,970585.62,0
3474,11680,11681,"METSA, JASON",MN,8.0,DFL,2018,0.418634278,22.6,REP,0.0,0,0.07266,1.0,0.4,False,,56055.0,3,,71.7,,,0
3475,11681,11687,"PHIFER, LEAH",MN,8.0,DFL,2018,0.418634278,22.6,REP,0.0,0,0.07266,0.0,0.4,False,,56055.0,139,,71.7,,,0
3476,11682,11685,"RADINOVICH, JOSEPH",MN,8.0,DFL,2018,0.418634278,22.6,REP,0.0,0,0.07266,1.0,0.4,False,,56055.0,11,44.2,71.7,,,0
3477,11683,11683,"SANDMAN, RAY HENRY JOHN (SKIP)",MN,8.0,IND,2018,0.418634278,22.6,REP,0.0,0,0.07266,1.0,0.4,False,,56055.0,500,,71.7,,,0
3479,11685,11684,"STAUBER, PETE",MN,8.0,REP,2018,0.418634278,22.6,REP,0.497177156,0,0.07266,1.0,0.4,True,,56055.0,55,,71.7,1361292.74,941912.38,0
3480,11686,11680,"WELTY, HARRY ROBB",MN,8.0,REP,2018,0.418634278,22.6,REP,0.497177156,0,0.07266,1.0,0.4,True,,56055.0,200,,71.7,1361292.74,941912.38,0
3481,11687,11689,"BOLHAFNER, SUSAN",MO,1.0,DEM,2018,0.6364959579999999,30.5,REP,0.754877612,0,0.57219,0.0,0.51,False,0.0,45789.0,27,,69.6,532523.86,658200.4,0
3482,11688,11693,"BUSH, CORI",MO,1.0,DEM,2018,0.6364959579999999,30.5,REP,0.754877612,0,0.57219,0.0,0.51,False,0.0,45789.0,500,,69.6,532523.86,658200.4,0
3483,11689,11692,"CLAY, WILLIAM LACY JR",MO,1.0,DEM,2018,0.6364959579999999,30.5,REP,0.754877612,1,0.57219,1.0,0.51,False,0.0,45789.0,9,56.7,69.6,532523.86,658200.4,0
3484,11690,11694,"CUNNINGHAM, ROBB E.",MO,1.0,LIB,2018,0.6364959579999999,30.5,REP,0.045480917,0,0.57219,1.0,0.51,False,0.0,45789.0,500,,69.6,,,0
3485,11691,11690,"DAVIDSON, DEMARCO KAUREEN",MO,1.0,DEM,2018,0.6364959579999999,30.5,REP,0.754877612,0,0.57219,1.0,0.51,False,0.0,45789.0,500,,69.6,532523.86,658200.4,0
3486,11693,11695,"SHIPP, JOSHUA",MO,1.0,DEM,2018,0.6364959579999999,30.5,REP,0.754877612,0,0.57219,1.0,0.51,False,0.0,45789.0,24,,69.6,532523.86,658200.4,0
3487,11694,11696,"VAN DEVENTER, EDWARD L JR",MO,1.0,REP,2018,0.6364959579999999,30.5,REP,0.199641472,0,0.57219,1.0,0.51,True,0.0,45789.0,500,,69.6,0.0,0.0,0
3489,11696,11703,"ARNOLD, DAVID JUSTUS",MO,2.0,GRE,2018,0.496011631,48.2,REP,0.009418155,0,0.11682,1.0,0.51,False,0.0,79497.0,4,,70.2,,,0
3490,11697,11698,"DUNAWAY, KELLIN LYNN",MO,2.0,DEM,2018,0.496011631,48.2,REP,0.37616439,0,0.11682,1.0,0.51,False,0.0,79497.0,500,,70.2,1600275.14,1221841.46,0
3491,11698,11706,"HAAS, WILLIAM C",MO,2.0,DEM,2018,0.496011631,48.2,REP,0.37616439,0,0.11682,1.0,0.51,False,0.0,79497.0,9,,70.2,1600275.14,1221841.46,0
3492,11699,11704,"HAZEL, ROBERT W",MO,2.0,DEM,2018,0.496011631,48.2,REP,0.37616439,0,0.11682,1.0,0.51,False,0.0,79497.0,7,,70.2,1600275.14,1221841.46,0
3493,11700,11705,"KIRK, LARRY A",MO,2.0,LIB,2018,0.496011631,48.2,REP,0.028509606,0,0.11682,1.0,0.51,False,0.0,79497.0,58,,70.2,,,0
3494,11701,11702,"MESSMER, JOHN P.",MO,2.0,DEM,2018,0.496011631,48.2,REP,0.37616439,0,0.11682,1.0,0.51,False,0.0,79497.0,6,,70.2,1600275.14,1221841.46,0
3495,11702,11699,"OSMACK, MARK",MO,2.0,DEM,2018,0.496011631,48.2,REP,0.37616439,0,0.11682,1.0,0.51,False,0.0,79497.0,18,,70.2,1600275.14,1221841.46,0
3497,11704,11701,"VANOSTRAN, CORT",MO,2.0,DEM,2018,0.496011631,48.2,REP,0.37616439,0,0.11682,1.0,0.51,False,0.0,79497.0,500,41.7,70.2,1600275.14,1221841.46,0
3498,11705,11697,"WAGNER, ANN L.",MO,2.0,REP,2018,0.496011631,48.2,REP,0.58590785,1,0.11682,0.0,0.51,True,0.0,79497.0,100,89.9,70.2,2849198.4,2404242.61,0
3499,11706,11709,"BICKNELL, CHADWICK",MO,3.0,REP,2018,0.305463111,24.5,REP,0.678413328,0,0.07508,1.0,0.51,True,0.0,64529.0,500,,70.1,2214169.01,1338786.9,0
3500,11707,11707,"GEPPERT, KATY",MO,3.0,DEM,2018,0.305463111,24.5,REP,0.279357568,0,0.07508,0.0,0.51,False,0.0,64529.0,500,100,70.1,24892.57,17510.31,0
3501,11708,11710,"KIEHNE, JOHN",MO,3.0,DEM,2018,0.305463111,24.5,REP,0.279357568,0,0.07508,1.0,0.51,False,0.0,64529.0,6,,70.1,24892.57,17510.31,0
3502,11709,11708,"LUETKEMEYER, W BLAINE",MO,3.0,REP,2018,0.305463111,24.5,REP,0.678413328,1,0.07508,1.0,0.51,True,0.0,64529.0,500,79.9,70.1,2214169.01,1338786.9,0
3504,11711,11716,"BLISS, MARK",MO,4.0,LIB,2018,0.305342884,24.3,REP,0.043267405,0,0.10811,1.0,0.51,False,4.0,50963.0,18,,70.6,,,0
3505,11712,11714,"BOURGEOIS, JENNA MARIE MS.",MO,4.0,REP,2018,0.305342884,24.3,REP,0.67827497,0,0.10811,0.0,0.51,True,4.0,50963.0,500,,70.6,1076161.05,716641.96,0
3506,11713,11715,"HARTZLER, VICKY",MO,4.0,REP,2018,0.305342884,24.3,REP,0.67827497,1,0.10811,0.0,0.51,True,4.0,50963.0,500,73.5,70.6,1076161.05,716641.96,0
3507,11714,11712,"HOAGENSON, SUZANNE RENEE",MO,4.0,DEM,2018,0.305342884,24.3,REP,0.278457625,0,0.10811,0.0,0.51,False,4.0,50963.0,107,51.9,70.6,365821.06,235288.25,0
3508,11715,11717,"KOONSE, STEVEN",MO,4.0,LIB,2018,0.305342884,24.3,REP,0.043267405,0,0.10811,1.0,0.51,False,4.0,50963.0,19,,70.6,,,0
3510,11717,11713,"WEBB, JOHN",MO,4.0,REP,2018,0.305342884,24.3,REP,0.67827497,0,0.10811,1.0,0.51,True,4.0,50963.0,6,,70.6,1076161.05,716641.96,0
