Year#District/State#Candidate Name#Vote Total#
2010#7 IL#Weiman, Mark M. Republican#29575#
2010#7 IL#Clemons, Clarence Desmond Independent#4428#
2010#8 IL#Walsh, Joe Republican#98115#
2010#8 IL#Bean, Melissa Democratic#97825#
2010#8 IL#Scheurer, Bill Green#6495#
2010#9 IL#Schakowsky, Janice D. Democratic#117553#
2010#9 IL#Pollak, Joel Barry Republican#55182#
2010#9 IL#Ribeiro, Simon Green#4472#
2010#10 IL#Dold, Robert Republican#109941#
2010#10 IL#Seals, Daniel J. Democratic#105290#
2010#10 IL#Brumfield, Author C. Write-In#1#
2010#11 IL#Kinzinger, Adam Republican#129108#
2010#11 IL#"Halvorson, Deborah ""Debbie"" Democratic"#96019#
2010#12 IL#Costello, Jerry F. Democratic#121272#
2010#12 IL#Newman, Teri Republican#74046#
2010#12 IL#Jennings, Rodger W. Green#7387#
2010#13 IL#Biggert, Judy Republican#152132#
2010#13 IL#Harper, Scott Democratic#86281#
2010#14 IL#"Hultgren, Randall M. ""Randy"" Republican"#112369#
2010#14 IL#Foster, Bill Democratic#98645#
2010#14 IL#Kairis, Daniel J. Green#7949#
2010#14 IL#Marks, Doug Write-In#50#
2010#15 IL#Johnson, Timothy V. Republican#136915#
2010#15 IL#Gill, David Democratic#75948#
2010#16 IL#Manzullo, Donald A. Republican#138299#
2010#16 IL#Gaulrapp, George W. Democratic#66037#
2010#16 IL#Campbell, Terry G. Green#8425#
2010#17 IL#Schilling, Bobby Republican#104583#
2010#17 IL#Hare, Phil Democratic#85454#
2010#17 IL#Davis, Roger K. Green#8861#
2010#18 IL#Schock, Aaron Republican#152868#
2010#18 IL#"Hirner, Deirdre ""DK"" Democratic"#57046#
2010#18 IL#Schafer, Sheldon Green#11256#
2010#19 IL#Shimkus, John M. Republican#166166#
2010#19 IL#Bagwell, Tim Democratic#67132#
2010#1 IN#Visclosky, Peter J. Democratic#99387#
2010#1 IN#Leyva, Mark Republican#65558#
2010#1 IN#Morris, Jon Libertarian#4762#
2010#2 IN#Donnelly, Joe Democratic#91341#
2010#2 IN#Walorski, Jackie Republican#88803#
2010#2 IN#Vogel, Mark Libertarian#9447#
2010#3 IN#Stutzman, Marlin A. Republican#116140#
2010#3 IN#Hayhurst, Thomas Democratic#61267#
2010#3 IN#Wise, Scott Libertarian#7631#
2010#3 IN#Metzger, Tom Write-In#10#
2010#3 IN#Stephens, Wes Write-In#1#
2010#4 IN#Rokita, Todd Republican#138732#
2010#4 IN#Sanders, David Democratic#53167#
2010#4 IN#Duncan, John Libertarian#10423#
2010#5 IN#Burton, Dan Republican#146899#
2010#5 IN#Crawford, Tim Democratic#60024#
2010#5 IN#Reid, Richard (Chard) Libertarian#18266#
2010#5 IN#Trueblood, Jesse C. Independent#11218#
2010#6 IN#Pence, Mike Republican#126027#
2010#6 IN#Welsh, Barry Democratic#56647#
2010#6 IN#Thompson, Talmage (T.J.), Jr. Libertarian#6635#
2010#7 IN#Carson, Andre D. Democratic#86011#
2010#7 IN#Scott, Marvin B. Republican#55213#
2010#7 IN#Wilson, Dav Libertarian#4815#
2010#8 IN#Bucshon, Larry D. Republican#116759#
2010#8 IN#VanHaaften, W. Trent Democratic#76265#
2010#8 IN#Cunningham, John Libertarian#10240#
2010#9 IN#Young, Todd Republican#118040#
2010#9 IN#Hill, Baron P. Democratic#95353#
2010#9 IN#"Knott, Greg ""No Bull"" Libertarian"#12070#
2010#9 IN#Lucas, Jerry R. Write-In#69#
2010#1 IA#Braley, Bruce Democratic#104428#
2010#1 IA#Lange, Benjamin M. Republican#100219#
2010#1 IA#Petsche, Rob J. Libertarian#4087#
2010#1 IA#Faulkner, Jason A. Nominated by Petition#2092#
2010#2 IA#Loebsack, Dave Democratic#115839#
2010#2 IA#Miller-Meeks, Mariannette Republican#104319#
2010#2 IA#Sicard, Gary Libertarian#4356#
2010#2 IA#Tack, Jon Constitution#2463#
2010#3 IA#Boswell, Leonard L. Democratic#122147#
2010#3 IA#Zaun, Brad Republican#111925#
2010#3 IA#Williamson, Rebecca Socialist Workers#6258#
2010#4 IA#Latham, Tom Republican#152588#
2010#4 IA#Maske, Bill Democratic#74300#
2010#4 IA#Lensing, Dan Nominated by Petition#5499#
2010#5 IA#King, Steve Republican#128363#
2010#5 IA#Campbell, Matthew Democratic#63160#
2010#5 IA#Monroe, Martin James Nominated by Petition#3622#
2010#1 KS#Huelskamp, Tim Republican#142281#
2010#1 KS#Jilka, Alan Democratic#44068#
2010#1 KS#Warner, Jack Libertarian#6537#
2010#2 KS#Jenkins, Lynn Republican#130034#
2010#2 KS#Hudspeth, Cheryl Democratic#66588#
2010#2 KS#Garrard, Robert Libertarian#9353#
2010#3 KS#Yoder, Kevin Republican#136246#
2010#3 KS#Moore, Stephene Democratic#90193#
2010#3 KS#Talbert, Jasmin Libertarian#6846#
2010#4 KS#Pompeo, Mike Republican#119575#
2010#4 KS#Goyle, Raj Democratic#74143#
2010#4 KS#Ducey, Susan G. Reform#5041#
2010#4 KS#Smith, Shawn Libertarian#4624#
2010#1 KY#Whitfield, Edward Republican#153840#
2010#1 KY#Hatchett, Charles Kendall Democratic#62090#
2010#2 KY#Guthrie, S. Brett Republican#155906#
2010#2 KY#Marksberry, Ed Democratic#73749#
2010#3 KY#Yarmuth, John Democratic#139940#
2010#3 KY#Lally, Todd Republican#112627#
2010#3 KY#Martin, Edward A. Libertarian#2029#
2010#3 KY#Hansen, Michael D. Independent#1334#
2010#4 KY#Davis, Geoff Republican#151813#
2010#4 KY#Waltz, John Democratic#66694#
2010#5 KY#"Rogers, Harold ""Hal"" Republican"#151019#
2010#5 KY#"Holbert, James E. ""Jim"" Democratic"#44034#
2010#6 KY#Chandler, Ben Democratic#119812#
2010#6 KY#"Barr, Garland ""Andy"" Republican"#119164#
2010#6 KY#Collins, C. Wes Write-In#225#
2010#6 KY#Vance, Randolph S. Write-In#22#
2010#1 LA#"Scalise,""Steve"" Republican"#157182#
2010#1 LA#Katz, Myron Democratic#38416#
2010#1 LA#Wells, Arden Other#4578#
2010#2 LA#Richmond, Cedric Democratic#83705#
2010#2 LA#"Cao,""Joseph"" Republican"#43378#
2010#2 LA#Marquize, Anthony Other#1876#
2010#2 LA#"Radosta,""Jack"" Other"#645#
2010#3 LA#"Landry,""Jeff"" Republican"#108963#
2010#3 LA#Sangisetty, Ravi Democratic#61914#
2010#4 LA#Fleming, John Republican#105223#
2010#4 LA#Melville, David Democratic#54609#
2010#4 LA#Cash, Artis No Party Affiliation#8962#
2010#5 LA#Alexander, Rodney Republican#122033#
2010#5 LA#"Gibbs,""Tom,"" Jr. No Party Affiliation"#33279#
2010#6 LA#"Cassidy, William ""Bill"" Republican"#138607#
2010#6 LA#McDonald, Merritt E., Sr. Democratic#72577#
2010#7 LA#Boustany, Charles W., Jr. Republican#Unopposed#
2010#1 ME#Pingree, Chellie Democratic#169114#
2010#1 ME#Scontras, Dean Peter Republican#128501#
2010#1 ME#Horton, Walter Write-In#20#
2010#1 ME#Lowberg, Alan Write-In#22#
2010#2 ME#Michaud, Michael H. Democratic#147042#
2010#2 ME#Levesque, Jason J. Republican#119669#
2010#1 MD#Harris, Andy Republican#155118#
2010#1 MD#Kratovil, Frank M., Jr. Democratic#120400#
2010#1 MD#Davis, Richard James Libertarian#10876#
2010#1 MD#Wilson, Jack N. Write-In#158#
2010#1 MD#Kennedy, Michael Write-In#18#
2010#2 MD#Ruppersberger, C.A. Dutch Democratic#134133#
2010#2 MD#Cardarelli, Marcelo Republican#69523#
2010#2 MD#Gaztanaga, Lorenzo Libertarian#5090#
2010#3 MD#Sarbanes, John Democratic#147448#
2010#3 MD#Wilhelm, Jim Republican#86947#
2010#3 MD#McKinley, Jerry Libertarian#5212#
2010#3 MD#Lareau, Alain Constitution#1634#
2010#4 MD#Edwards, Donna Democratic#160228#
2010#4 MD#Broadus, Robert Republican#31467#
2010#5 MD#Hoyer, Steny H. Democratic#155110#
2010#5 MD#Lollar, Charles Republican#83575#
2010#5 MD#Shickle, H. Gavin Libertarian#2578#
2010#6 MD#Bartlett, Roscoe G. Republican#148820#
2010#6 MD#Duck, Andrew Democratic#80455#
2010#6 MD#Massey, Dan Libertarian#6816#
2010#6 MD#Reed, Michael Constitution#5907#
2010#7 MD#Cummings, Elijah Democratic#152669#
2010#7 MD#Mirabile, Frank, Jr. Republican#46375#
2010#7 MD#Bly, Ray Republican,Write-In#20#
2010#7 MD#Spencer, Scott Libertarian#3814#
2010#7 MD#Dickson, Fred Donald, Jr. Write-In#55#
2010#8 MD#Van Hollen, Chris Democratic#153613#
2010#8 MD#Philips, Michael Lee Republican#52421#
2010#8 MD#Grannis, Mark Libertarian#2713#
2010#8 MD#Nordhorn, Fred Constitution#696#
2010#1 MA#Olver, John W. Democratic#128011#
2010#1 MA#Gunn, William L., Jr Republican#74418#
2010#1 MA#Engel, Michael Independent#10880#
2010#2 MA#Neal, Richard E. Democratic#122751#
2010#2 MA#Wesley, Thomas A. Republican#91209#
2010#3 MA#McGovern, James P. Democratic#122708#
2010#3 MA#Lamb, Martin A. Republican#85124#
2010#3 MA#Barron, Patrick J. Independent#9388#
2010#4 MA#Frank, Barney Democratic#126194#
2010#4 MA#Bielat, Sean DM Republican#101517#
2010#4 MA#Allen, Susan F. Independent#3445#
2010#4 MA#Jordan, Donald M. Tax Revolt Independent#2873#
2010#5 MA#Tsongas, Nicola S. Democratic#122858#
2010#5 MA#Golnik, Jonathan A. Republican#94646#
2010#5 MA#Brown, Dale E. Liberty#4387#
2010#5 MA#Clark, Robert M. Citizen Legislator#1991#
2010#6 MA#Tierney, John F. Democratic#142732#
2010#6 MA#Hudak, Bill Republican#107930#
2010#7 MA#Markey, Edward J. Democratic#145696#
2010#7 MA#Dembrowski, Gerry Republican#73467#
2010#8 MA#Capuano, Michael E. Democratic#134974#
2010#9 MA#Lynch, Stephen F. Democratic#157071#
2010#9 MA#Harrison, Vernon M. Republican#59965#
2010#9 MA#Dunkelbarger, Philip Independent#12572#
2010#10 MA#Keating, William R. Democratic#132743#
2010#10 MA#Perry, Jeffrey Davis Republican#120029#
2010#10 MA#Lewis, Maryanne Independent#16705#
2010#10 MA#Sheets, James A. Independent#10445#
2010#10 MA#Van Nes, Joe Bring Home Troops#3084#
2010#1 MI#Benishek, Dan Republican#120523#
2010#1 MI#McDowell, Gary Democratic#94824#
2010#1 MI#Wilson, Glenn A. No Party Affiliation#7847#
2010#1 MI#Lambert, Patrick U.S. Taxpayers#4200#
2010#1 MI#Shelton, Keith Libertarian#2571#
2010#1 MI#Boal, Ellis Green#2072#
2010#2 MI#Huizenga, Bill Republican#148864#
2010#2 MI#Johnson, Fred Democratic#72118#
2010#2 MI#Graeser, Ronald E. U.S. Taxpayers#2379#
2010#2 MI#Clarke, Lloyd Green#2016#
2010#2 MI#Gillotte, Joseph Libertarian#2701#
2010#3 MI#Amash, Justin Republican#133714#
2010#3 MI#Miles, Pat Democratic#83953#
2010#3 MI#Rogers, James Libertarian#2677#
2010#3 MI#Gerrard, Ted U.S. Taxpayers#2144#
2010#3 MI#Shick, Charlie Green#1575#
2010#4 MI#Camp, Dave Republican#148531#
2010#4 MI#Campbell, Jerry M. Democratic#68458#
2010#4 MI#Emerick, John U.S. Taxpayers#3861#
2010#4 MI#Foster, Clint Libertarian#3504#
2010#5 MI#Kildee, Dale Democratic#107286#
2010#5 MI#Kupiec, John Republican#89680#
2010#5 MI#de Hues, Matthew J. Green#2649#
2010#5 MI#Moon, Michael J. Libertarian#2648#
2010#6 MI#Upton, Fred Republican#123142#
2010#6 MI#Cooney, Don Democratic#66729#
2010#6 MI#Valkner, Melvin D. U.S. Taxpayers#3672#
2010#6 MI#Strand, Fred Libertarian#3369#
2010#6 MI#Foster, Pat Green#1784#
2010#7 MI#Walberg, Tim Republican#113185#
2010#7 MI#Schauer, Mark Democratic#102402#
2010#7 MI#Aughney, Scott Eugene U.S. Taxpayers#3705#
2010#7 MI#Merle, Greg Libertarian#3239#
2010#7 MI#Wunsch, Richard Green#3117#
2010#7 MI#Davis, Danny Write-In#21#
2010#8 MI#Rogers, Mike Republican#156931#
2010#8 MI#Harvey, Eric Write-In,Republican,Write-In#2#
2010#8 MI#Enderle, Lance Write-In,Democratic,Democratic#84069#
2010#8 MI#Dashairya, Bhagwan Libertarian#3881#
2010#8 MI#Houston, Katherine Write-In#11#
2010#9 MI#Peters, Gary Democratic#125730#
2010#9 MI#Raczkowski, Rocky Republican#119325#
2010#9 MI#Goodman, Adam Libertarian#2601#
2010#9 MI#Campbell, Douglas Green#2484#
2010#9 MI#Gray, Bob No Party Affiliation#1866#
2010#9 MI#Kuofie, Matthew No Party Affiliation#644#
2010#10 MI#Miller, Candice S. Republican#168364#
2010#10 MI#Yanez, Henry Democratic#58530#
2010#10 MI#Beavers, Claude Libertarian#3750#
2010#10 MI#Caveny, Candace R. Green#3286#
2010#11 MI#McCotter, Thaddeus G. Republican#141224#
2010#11 MI#Mosher, Natalie Democratic#91710#
2010#11 MI#Tatar, John J. Libertarian#5353#
2010#12 MI#Levin, Sander Democratic#124671#
2010#12 MI#Volaric, Don Republican#71372#
2010#12 MI#Williams, Julia Green#3038#
2010#12 MI#Schwartz, Leonard Libertarian#2342#
2010#12 MI#Townsend, Les U.S. Taxpayers#2285#
2010#12 MI#Jacquemotte, Alan Natural Law#409#
2010#13 MI#Clarke, Hansen Democratic#100885#
2010#13 MI#Hauler, John Republican#23462#
2010#13 MI#Corsetti, George Green#1032#
2010#13 MI#Montgomery, Duane No Party Affiliation#881#
2010#13 MI#Peterson, Heidi Libertarian#815#
2010#13 MI#Casha, James Write-In#1#
2010#14 MI#Conyers, John, Jr. Democratic#115511#
2010#14 MI#Ukrainec, Don Republican#29902#
2010#14 MI#Sosnowski, Marc J. U.S. Taxpayers#3206#
2010#14 MI#Secula, Richard J. Libertarian#1859#
2010#15 MI#Dingell, John D. Democratic#118336#
2010#15 MI#Steele, Rob Republican#83488#
2010#15 MI#Smith, Aimee Green#2686#
2010#15 MI#Morgan, Kerry Lee Libertarian#1969#
2010#15 MI#Furman, Matthew U.S. Taxpayers#1821#
2010#15 MI#Czako, Louis Write-In#9#
2010#1 MN#Walz, Tim Democratic–Farmer–Labor#122365#
2010#1 MN#Demmer, Randy Republican#109242#
2010#1 MN#Wilson, Steven Independence#13242#
2010#1 MN#Johnson, Lars Party Free#3054#
2010#2 MN#Kline, John Republican#181341#
2010#2 MN#Madore, Shelley Democratic–Farmer–Labor#104809#
2010#3 MN#Paulsen, Erik Republican#161177#
2010#3 MN#Meffert, Jim Democratic–Farmer–Labor#100240#
2010#3 MN#Oleson, Jon Independence#12508#
2010#4 MN#McCollum, Betty Democratic–Farmer–Labor#136746#
2010#4 MN#Collett, Teresa Republican#80141#
2010#4 MN#Shepard, Jack Republican,Write-In#10#
2010#4 MN#Carlson, Steve Independence#14207#
2010#4 MN#Garlan, Amber Write-In#39#
2010#5 MN#Ellison, Keith Democratic–Farmer–Labor#154833#
2010#5 MN#Demos, Joel Republican#55222#
2010#5 MN#Torgerson, Lynne Independent#8548#
2010#5 MN#Schrunk, Tom Independence#7446#
2010#5 MN#Cavlan, Michael James Independent Progressive#2468#
2010#6 MN#Bachmann, Michele Republican#159476#
2010#6 MN#Clark, Tarryl Democratic–Farmer–Labor#120846#
2010#6 MN#Anderson, Bob Independence#17698#
2010#6 MN#Immelman, Aubrey Independent#5490#
2010#6 MN#Ferche, Dennis S. Write-In#3#
2010#7 MN#Peterson, Collin C. Democratic–Farmer–Labor#133096#
2010#7 MN#Byberg, Lee Republican#90652#
2010#7 MN#Waldorf, Gene Independent#9317#
2010#7 MN#Menze, Glen R. Independence#7839#
2010#8 MN#Cravaack, Chip Republican#133490#
2010#8 MN#Oberstar, James L. Democratic–Farmer–Labor#129091#
2010#8 MN#Olson, Timothy Independence#11876#
2010#8 MN#Burton, Richard (George) Constitution#2492#
2010#1 MS#Nunnelee, Alan Republican#121074#
2010#1 MS#Childers, Travis W. Democratic#89388#
2010#1 MS#Pang, Wally Independent#2180#
2010#1 MS#Green, Les Independent#2020#
2010#1 MS#Baddley, A.G. Independent#1882#
2010#1 MS#Giaramita, Gail Constitution#1235#
2010#1 MS#Hoskins, Rick 'Rico' Independent#478#
2010#1 MS#Taylor, Harold M. Libertarian#447#
2010#1 MS#Washer, Barbara Dale Reform#389#
2010#2 MS#Thompson, Bennie G Democratic#105327#
2010#2 MS#Marcy, Bill Republican#64499#
2010#2 MS#Norwood, Ashley Reform#1530#
2010#3 MS#Harper, Gregg Republican#132393#
2010#3 MS#Gill, Joel L. Democratic#60737#
2010#3 MS#Hill, Tracella Lou O'Hara Reform#1586#
2010#4 MS#Palazzo, Steven Republican#105613#
2010#4 MS#Taylor, Gene Democratic#95243#
2010#4 MS#Hampton, Kenneth 'Tim' Libertarian#1741#
2010#4 MS#Revies, Anna Jewel Reform#787#
2010#1 MO#Clay, Lacy Democratic#135907#
2010#1 MO#Hamlin, Robyn Republican#43649#
2010#1 MO#Stone, Julie Libertarian#5223#
2010#2 MO#Akin, Todd Republican#180481#
2010#2 MO#Lieber, Arthur Democratic#77467#
2010#2 MO#Mosbacher, Steve Libertarian#7677#
2010#2 MO#Cannon, Patrick M. Write-In#7#
2010#3 MO#Carnahan, Russ Democratic#99398#
2010#3 MO#Martin, Ed Republican#94757#
2010#3 MO#Hedrick, Steven R. Libertarian#5772#
2010#3 MO#Ivanovich, Nicholas J. (Nick) Constitution#3155#
2010#3 MO#Wallner, Brian Write-In#3#
2010#4 MO#Hartzler, Vicky Republican#113489#
2010#4 MO#Skelton, Ike Democratic#101532#
2010#4 MO#Braun, Jason Michael Libertarian#6123#
2010#4 MO#Cowan, Greg Constitution#3912#
2010#5 MO#Cleaver, Emanuel, II Democratic#102076#
2010#5 MO#Turk, Jacob Republican#84578#
2010#5 MO#Langkraehr, Randall D. (Randy) Libertarian#3077#
2010#5 MO#Lay, Dave Constitution#1692#
2010#6 MO#Graves, Sam Republican#154103#
2010#6 MO#Hylton, Clint Democratic#67762#
2010#6 MO#Yarber, Kyle Write-In#47#
2010#7 MO#Long, Billy Republican#141010#
2010#7 MO#Eckersley, Scott Democratic#67545#
2010#7 MO#Craig, Kevin Libertarian#13866#
2010#7 MO#Ladendorf, Nicholas Ivan Write-In#10#
2010#8 MO#Emerson, Jo Ann Republican#128499#
2010#8 MO#Sowers, Tommy Democratic#56377#
2010#8 MO#Bill, Larry Independent#7193#
2010#8 MO#Vandeven, Rick Libertarian#3930#
2010#9 MO#Luetkemeyer, Blaine Republican#162724#
2010#9 MO#Dwyer, Christopher W. Libertarian#46817#
2010#9 MO#Reed, Clifford Jeffery (Jeff) Write-In#748#
2010#9 MO#Burrus, Ron Write-In#69#
2010#0 MT#Rehberg, Denny Republican#217696#
2010#0 MT#McDonald, Dennis Democratic#121954#
2010#0 MT#Fellows, Mike Libertarian#20691#
2010#1 NE#Fortenberry, Jeff Republican#116871#
2010#1 NE#Harper, Ivy Democratic#47106#
2010#2 NE#Terry, Lee Republican#93840#
2010#2 NE#White, Tom Democratic#60486#
2010#3 NE#Smith, Adrian Republican#117275#
2010#3 NE#Davis, Rebekah Democratic#29932#
2010#3 NE#Hill, Dan By Petition#20036#
2010#1 NV#Berkley, Shelley Democratic#103246#
2010#1 NV#Wegner, Kenneth A. Republican#58995#
2010#1 NV#Hansen, Jonathan J. Independent American Party#2847#
2010#1 NV#Klapproth, Ed Libertarian#2118#
2010#2 NV#Heller, Dean Republican#169458#
2010#2 NV#Price, Nancy Democratic#87421#
2010#2 NV#Best, Russell Independent American Party#10829#
2010#3 NV#Heck, Joe Republican#128916#
2010#3 NV#Titus, Dina Democratic#127168#
2010#3 NV#Michaels, Barry Independent#6473#
2010#3 NV#Silvestri, Joseph P. Libertarian#4026#
2010#3 NV#Narter, Scott David Independent American Party#1291#
2010#1 NH#Guinta, Frank C. Republican#121655#
2010#1 NH#Shea-Porter, Carol Democratic#95503#
2010#1 NH#Hodson, Philip Libertarian#7966#
2010#2 NH#Bass, Charles Republican#108610#
2010#2 NH#Kuster, Ann McLane Democratic#105060#
2010#2 NH#vanBlommesteyn, Tim Independent#6197#
2010#2 NH#Wilson, Howard L. Libertarian#4796#
2010#1 NJ#Andrews, Robert E. Democratic#106334#
2010#1 NJ#Glading, Dale Republican#58562#
2010#1 NJ#Heacock, Mark Green#1593#
2010#1 NJ#Chapman, Margaret M. Time for Change#1257#
2010#1 NJ#Petrutz, Nicky I. Defend American Constitution#521#
2010#2 NJ#LoBiondo, Frank A. Republican#109460#
2010#2 NJ#Stein, Gary Democratic#51690#
2010#2 NJ#Boyce, Peter F. Constitution#4120#
2010#2 NJ#Valdes-Munoz, Vitov American Labor Party#727#
2010#2 NJ#Lovett, Mark marklovett.us#1123#
2010#3 NJ#Runyan, Jon Republican#110215#
2010#3 NJ#Adler, John A. Democratic#104252#
2010#3 NJ#DeStefano, Peter NJ Tea Party#3284#
2010#3 NJ#Conger, Russ Libertarian#1445#
2010#3 NJ#Donahue, Lawrence J. Your Country Again#1113#
2010#4 NJ#Smith, Christopher H. Republican#129752#
2010#4 NJ#Kleinhendler, Howard Democratic#52118#
2010#4 NJ#Siano, Joe Libertarian#2912#
2010#4 NJ#Welzer, Steven Green#1574#
2010#4 NJ#Meiswinkle, David R. American Renaissance Movement#582#
2010#5 NJ#Garrett, Scott Republican#124030#
2010#5 NJ#Theise, Tod Democratic#62634#
2010#5 NJ#Fanning, Ed Green#2347#
2010#5 NJ#Quick, Mark D. For Americans#1646#
2010#5 NJ#Radigan, James Douglas Be Determined#336#
2010#6 NJ#Pallone, Frank, Jr. Democratic#81933#
2010#6 NJ#Little, Anna C. Republican#65413#
2010#6 NJ#Freudenheim, Jack Independent#1299#
2010#6 NJ#Zaletal, Karen Anne Green Tea Patriots#1017#
2010#7 NJ#Lance, Leonard Republican#105084#
2010#7 NJ#Potosnak, Ed Democratic#71902#
2010#8 NJ#Pascrell, Bill, Jr. Democratic#88478#
2010#8 NJ#Straten, Roland Republican#51023#
2010#8 NJ#Giangrasso, Raymond Independent#1707#
2010#9 NJ#Rothman, Steven R. Democratic#83564#
2010#9 NJ#Agosta, Michael A. Republican#52082#
2010#9 NJ#Alessandrini, Patricia Green#1980#
2010#10 NJ#Payne, Donald M. Democratic#95299#
2010#10 NJ#Alonso, Michael J. Republican#14357#
2010#10 NJ#Toussaint, Robert Louis Action No Talk#1141#
2010#10 NJ#Miller, Joanne Agent of Change#1080#
2010#11 NJ#Frelinghuysen, Rodney P. Republican#122149#
2010#11 NJ#Herbert, Douglas Democratic#55472#
2010#11 NJ#Gawron, Jim Libertarian#4179#
2010#12 NJ#Holt, Rush Democratic#108214#
2010#12 NJ#Sipprelle, Scott Republican#93634#
2010#12 NJ#Cody, Kenneth J. Truth Vision Hope#2154#
2010#13 NJ#Sires, Albio Democratic#62840#
2010#13 NJ#Dwyer, Henrietta Republican#19538#
2010#13 NJ#Zanowic, Anthony Independent American Party#1508#
2010#13 NJ#Nacer, Maximo Gomez Gravity Buoyancy Solution#910#
2010#1 NM#Heinrich, Martin T. Democratic#112707#
2010#1 NM#Barela, Jonathan L. Republican#104543#
2010#2 NM#Pearce, Steve Republican#94053#
2010#2 NM#Teague, Harry Democratic#75709#
2010#3 NM#Lujan, Ben R. Democratic#120057#
2010#3 NM#Mullins, Thomas E. Republican#90621#
2010#1 NY#Bishop, Timothy H. Democratic,Independence,Working Families#98316#
2010#1 NY#Altschuler, Randolph Republican,Conservative#97723#
2010#2 NY#Israel, Steve J. Democratic,Independence,Working Families#94694#
2010#2 NY#Gomez, John B. Republican,Conservative#72115#
2010#2 NY#Tolda, Anthony Constitution#1258#
2010#3 NY#King, Peter T. Republican,Conservative,Independence#131674#
2010#3 NY#Kudler, Howard A. Democratic#51346#
2010#4 NY#McCarthy, Carolyn Democratic,Working Families#94483#
2010#4 NY#Becker, Francis X., Jr. Republican,Conservative,Independence#81718#
2010#5 NY#Ackerman, Gary L. Democratic,Working Families,Independence#72239#
2010#5 NY#Milano, James Republican,Conservative#41493#
2010#5 NY#Berney, Elizabeth Republican,Tax Revolt#798#
2010#6 NY#Meeks, Gregory W. Democratic#85096#
2010#6 NY#Taub, Asher E. Republican,Conservative#11826#
2010#7 NY#Crowley, Joseph Democratic,Working Families#71247#
2010#7 NY#Reynolds, Kenneth A. Republican,Conservative#16145#
2010#7 NY#Gronowicz, Anthony Green#1038#
2010#8 NY#Nadler, Jerrold L. Democratic,Working Families#98839#
2010#8 NY#Kone, Susan L. Republican,Conservative#31996#
2010#9 NY#Weiner, Anthony D. Democratic,Working Families,Independence#67011#
2010#9 NY#Turner, Robert L. Republican,Conservative#43129#
2010#10 NY#Towns, Edolphus Democratic#95485#
2010#10 NY#Muniz, Diana Republican#7419#
2010#10 NY#Johnson, Ernest Conservative#1853#
2010#11 NY#Clarke, Yvette D. Democratic,Working Families#104297#
2010#11 NY#Carr, Hugh C. Republican,Conservative#10858#
2010#12 NY#Velazquez, Nydia M. Democratic,Working Families#68624#
2010#12 NY#Gaffney, Alice Conservative#4482#
2010#13 NY#Grimm, Michael G. Conservative,Republican#65024#
2010#13 NY#McMahon, Michael E. Democratic,Independence#60773#
2010#13 NY#Vendittelli, Tom Libertarian#929#
2010#14 NY#Maloney, Carolyn B. Working Families,Democratic#107327#
2010#14 NY#Brumberg, David Ryan Republican#32065#
2010#14 NY#Healy, Timothy J. Conservative#1891#
2010#14 NY#LaVerghetta, Dino L. Independence#1617#
2010#15 NY#Rangel, Charles B. Democratic,Working Families#91225#
2010#15 NY#Faulkner, Michel J. Republican,Conservative#11754#
2010#15 NY#Schley, Craig Independence,Vote People Change#7803#
2010#15 NY#Calero, Roger Socialist Workers#2647#
2010#16 NY#Serrano, Jose E. Democratic,Working Families#61642#
2010#16 NY#Della Valle, Frank Republican,Conservative#2758#
2010#17 NY#Engel, Eliot L. Democratic,Working Families#95346#
2010#17 NY#Mele, Anthony Republican#29792#
2010#17 NY#Kleinhandler, York J. Conservative#5661#
2010#18 NY#Lowey, Nita M. Democratic,Independence,Working Families#115619#
2010#18 NY#Russell, Jim Republican,Conservative#70413#
2010#19 NY#Hayworth, Nan Republican,Conservative,Independence#109956#
2010#19 NY#Hall, John J. Democratic,Working Families#98766#
2010#20 NY#Gibson, Christopher P. Republican,Conservative#130176#
2010#20 NY#Murphy, Scott Democratic,Independence,Working Families#107077#
2010#21 NY#Tonko, Paul D. Democratic,Independence,Working Families#124889#
2010#21 NY#Danz, Theodore J., Jr. Republican,Conservative#85752#
2010#22 NY#Hinchey, Maurice D. Democratic,Working Families,Independence#98661#
2010#22 NY#Phillips, George K. Republican,Conservative#88687#
2010#23 NY#Owens, William L. Democratic,Working Families#82232#
2010#23 NY#Doheny, Matthew A. Republican,Independence#80237#
2010#23 NY#Hoffman, Douglas L. Conservative#10507#
2010#24 NY#Hanna, Richard L. Republican,Conservative,Independence#101599#
2010#24 NY#Arcuri, Michael A. Democratic,Moderates#89809#
2010#25 NY#Buerkle, Ann Marie Republican,Conservative,Independence#104602#
2010#25 NY#Maffei, Daniel B. Democratic,Working Families#103954#
2010#26 NY#Lee, Christopher J. Republican,Conservative,Independence#151449#
2010#26 NY#Fedele, Philip A. Democratic#54307#
2010#27 NY#Higgins, Brian Democratic,Working Families#119085#
2010#27 NY#Roberto, Leonard A. Republican,Conservative,Taxpayers#76320#
2010#28 NY#Slaughter, Louise M. Democratic,Independence,Working Families#102514#
2010#28 NY#Rowland, Jill A. Republican,Conservative#55392#
2010#29 NY#Reed, Thomas W., II Republican,Conservative,Independence#112314#
2010#29 NY#Zeller, Matthew C. Democratic,Working Families#86099#
2010#1 NC#Butterfield, G. K. Democratic#103294#
