"Bailey , S.",MO,1,REP,2016,61252
"Cunningham , R.",MO,1,LIB,2016,13954
"Wagner , A.",MO,2,REP,2016,238826
"Otto , B.",MO,2,DEM,2016,153331
"Higgins , J.",MO,2,LIB,2016,11621
"Arnold , D.",MO,2,GRE,2016,3839
"Luetkemeyer , B.",MO,3,REP,2016,248880
"Miller , K.",MO,3,DEM,2016,102484
"Hogan , D.",MO,3,LIB,2016,11906
"Simmons , D.",MO,3,OTHER,2016,3586
"Hartzler , V.",MO,4,REP,2016,225034
"Christensen , G.",MO,4,DEM,2016,92385
"Bliss , M.",MO,4,LIB,2016,14355
"Cleaver , E.",MO,5,DEM,2016,185494
"Turk , J.",MO,5,REP,2016,122367
"Welborn , R.",MO,5,LIB,2016,9594
"Graves , S.",MO,6,REP,2016,236938
"Blackwell , D.",MO,6,DEM,2016,98588
"Monchil , R.",MO,6,LIB,2016,8051
"Diel , M.",MO,6,GRE,2016,4202
"Long , B.",MO,7,REP,2016,228001
"Williams , G.",MO,7,DEM,2016,92390
"Brixey , B.",MO,7,LIB,2016,17076
"Smith , J.",MO,8,REP,2016,229648
"Cowell , D.",MO,8,DEM,2016,69949
"Shell , J.",MO,8,LIB,2016,9059
"Zinke , R.",MT,1,REP,2016,280472
"Juneau , D.",MT,1,DEM,2016,201758
